	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65	STDEV_M145_21	STDEV_M145_29	STDEV_M145_33	STDEV_M145_37	STDEV_M145_41	STDEV_M145_45	STDEV_M145_49	STDEV_M145_53	STDEV_M145_57	STDEV_M1152_33	STDEV_M1152_41	STDEV_M1152_45	STDEV_M1152_49	STDEV_M1152_53	STDEV_M1152_57	STDEV_M1152_61	STDEV_M1152_65
BFORCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BFORMDC	0	4.2848e-05	1.936e-05	0.0001096	0.00010371	0.00024288	0.00013757	0.00011748	0.00011912	2.8723e-08	0	0	0	0	0	0	0	0	0.00050125	0.00030565	0.0012609	0.001484	0.0027277	0.0016944	0.0017258	0.0016812	4.5347e-07	0	0	0	0	0	0	0
BGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMMCOAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOCOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOGDS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMOGDS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPNT	0.061953	0.026157	0.018587	0.0026026	0.002454	0.0027482	0.0013144	0.00091773	0.0012849	0.035428	0.016682	0.013559	0.011177	0.0027246	0.0020421	0.002144	0.0023088	0.00027468	0.00063242	0.0011648	0.0037099	0.0034196	0.0059253	0.0060149	0.0018895	0.004735	2.002e-06	8.6461e-07	0.0034573	0.0027484	0.0090917	0.0027457	0.0031161	0.004586
BSUZCOAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTNC	0.0084214	0.0087272	0.0074744	0.0014117	0.0010649	0.0015738	0.0007673	0.00043725	0.00080128	0.0077157	0.0088544	0.010151	0.010482	0.001137	0.0017761	0.00018178	0.00096571	0.020679	0.021303	0.017833	0.0084562	0.0030335	0.0073647	0.0079598	0.0011879	0.0074913	0.018947	0.017192	0.018276	0.016338	0.012438	0.0039088	0.0016643	0.0059312
BTS5	4.008e-06	1.69e-06	1.1953e-06	1.4338e-07	1.3843e-07	1.3407e-07	5.1411e-08	5.0751e-08	5.0141e-08	2.2925e-06	1.0795e-06	8.5366e-07	7.0818e-07	1.148e-07	1.146e-07	1.1458e-07	1.1459e-07	3.0508e-20	2.6547e-09	1.6672e-09	9.8458e-10	8.4505e-10	1e-09	3.7587e-10	3.4993e-10	3.5781e-10	1.4925e-12	1.1249e-12	8.2734e-19	5.1455e-09	8.746e-10	8.2906e-10	8.0747e-10	8.1771e-10
BUPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUTCOAL	0	0.00058922	0.0053419	0.0061863	0.0016259	0.0068655	0.0052779	0.00012199	0.012964	0.0020223	0.0012438	0.00046934	0.0014131	0.012708	0.00036641	0.0011434	0.0087541	0	0.013171	0.037952	0.048506	0.021171	0.058269	0.044351	0.0038575	0.10214	0.019966	0.017555	0.01049	0.022309	0.06677	0.011587	0.019448	0.066396
BWCOGDS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BWCOGDS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BWCOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BZSCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADHX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARBMODH	0	0	0	-2.498e-19	-2.7756e-19	1.6653e-19	0	-2.7756e-20	8.3267e-20	0	1.9327e-15	8.3489e-17	-6.8324e-16	-2.4694e-17	-4.8045e-16	0	0	0	0	0	6.3881e-18	7.2361e-18	4.4313e-18	0	8.7771e-19	2.6331e-18	0	2.5614e-14	6.8258e-15	1.1633e-14	9.7986e-15	8.8349e-15	0	0
CARNOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAT	0.036509	0.012992	0.030695	0	0	0.0079508	0	0.0026684	0.0038883	0.015396	1.9142	0.91944	0.16397	1.8999	1.4494	0.17547	0.12605	0.81597	0.23823	0.39998	0	0	0.18329	0	0.084381	0.12296	0.3441	1.8665	1.5615	0.78427	1.6154	1.4489	0.63448	0.5496
CBIAT	5.421e-23	0	0	0	0	0	0	1.0842e-22	0	0	0	5.1647e-17	5.421e-23	0	0	0	0	1.7143e-21	0	0	0	2.4256e-21	0	0	2.4231e-21	0	0	0	1.1543e-15	1.7143e-21	0	0	0	0
CBLAT	0	0	0	0	0	0	0	0	0	0	-1.0842e-22	1.3553e-23	0	0	-5.5572e-18	0	0	0	0	0	0	0	0	0	0	0	0	3.4285e-21	4.2857e-22	0	0	1.7573e-16	0	0
CBPS	0.12027	0.050722	0.035883	0.0045475	0.0044037	0.0044095	0.001922	0.001723	0.0017691	0.06875	0.032373	0.025848	0.021546	0.0036414	0.003718	0.0036878	0.0038075	0.0022493	0.00055828	0.00043754	0.0032839	0.0030241	0.0038971	0.0034296	0.0031731	0.0029359	5.6844e-07	3.7425e-07	0.0022975	0.0030741	0.0027725	0.0031407	0.0030558	0.0032831
CCCR	0.00015556	1.7599e-05	9.2192e-06	5.6433e-05	0.00014112	9.7089e-05	0.00013437	8.601e-05	0.00019205	1.3678e-08	6.4405e-09	0	9.8613e-05	4.8386e-05	3.069e-06	6.694e-05	0.00010005	0.0026891	0.00039333	0.00020605	6.2378e-08	0.001937	0.0013796	0.0018525	0.0011232	0.0023197	3.0569e-07	1.4394e-07	0	0.0018024	0.0014362	2.8094e-18	0.0013549	0.0018091
CDAS1	0.0017048	0.00032253	0.00011143	0.0018653	0.0014301	0.0019807	0.002046	0.00095724	0.00082773	1.6101e-07	6.0112e-08	0.00095376	0.00083551	0.0018891	0.00078832	0.00076709	0.00088795	0.019137	0.0035933	0.001519	0.020865	0.015683	0.018617	0.019011	0.011286	0.010812	2.2525e-06	9.4902e-07	0.010698	0.010804	0.020047	0.010148	0.0093546	0.012116
CDAS11	0.0042685	0.0029316	0.00086089	0.0010953	0.00092567	0.0055295	0.0044899	0.0017352	0.001193	0.00037085	0.0033519	0.0011768	0.0014405	0.0029609	0.00081772	0.00089916	0.0019451	0.025527	0.016108	0.010015	0.011198	0.010163	0.031463	0.046122	0.024171	0.02706	0.0077173	0.025341	0.011944	0.012802	0.019483	0.0085371	0.010118	0.044355
CDAS12	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
CDAS13	0	4.2848e-05	2.1296e-05	0.0001096	0.0001154	0.00025077	0.00014627	0.0001257	0.00012343	2.9441e-08	0	0	0	0	0	0	0	0	0.00050125	0.00030706	0.0012609	0.0015002	0.0027327	0.0017048	0.001735	0.0016864	4.5399e-07	0	0	0	0	0	0	0
CDAS14a	0	1.2841e-05	1.1616e-05	4.5086e-05	5.6622e-05	0.00015499	5.2187e-05	6.1528e-05	5.1958e-05	7.8989e-09	0	0	0	0	0	0	0	0	0.00026953	0.00021841	0.00082234	0.0010288	0.0021084	0.00099073	0.0012053	0.0010734	2.2819e-07	0	0	0	0	0	0	0
CDAS14b	0	3.0008e-05	9.6802e-06	6.4515e-05	5.8779e-05	9.5783e-05	9.4087e-05	6.4169e-05	7.147e-05	2.1542e-08	0	0	0	0	0	0	0	0	0.00042352	0.00021635	0.00095895	0.001095	0.001747	0.0013909	0.0012511	0.0013036	3.9292e-07	0	0	0	0	0	0	0
CDAS15	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
CDAS18	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
CDAS19	0	0	1.936e-06	0	1.1687e-05	7.8936e-06	8.7033e-06	8.2169e-06	4.3116e-06	7.1808e-10	0	0	0	0	0	0	0	0	0	3.0565e-05	0	0.00022535	0.00017642	0.00019451	0.00018364	0.00013635	2.2708e-08	0	0	0	0	0	0	0
CDAS2	0.00085238	0.00016126	5.5715e-05	0.00093263	0.00071507	0.00099034	0.001023	0.00047862	0.00041386	8.0505e-08	3.0056e-08	0.00047688	0.00041775	0.00094454	0.00039416	0.00038354	0.00044397	0.0095687	0.0017967	0.0007595	0.010433	0.0078414	0.0093083	0.0095053	0.0056429	0.0054059	1.1263e-06	4.7451e-07	0.0053489	0.0054021	0.010024	0.0050739	0.0046773	0.0060579
CDAS3	0.00085238	0.00016126	5.5715e-05	0.00093263	0.00071507	0.00099034	0.001023	0.00047862	0.00041386	8.0505e-08	3.0056e-08	0.00047688	0.00041775	0.00094454	0.00039416	0.00038354	0.00044397	0.0095687	0.0017967	0.0007595	0.010433	0.0078414	0.0093083	0.0095053	0.0056429	0.0054059	1.1263e-06	4.7451e-07	0.0053489	0.0054021	0.010024	0.0050739	0.0046773	0.0060579
CDAS5x	0.0005367	0.00010079	5.5715e-05	0.00093263	0.00044257	0.00078553	0.00092629	0.00047862	0.00018532	6.4547e-08	3.0056e-08	0.00029366	0.00027006	0.00076969	0.00020508	0.00031995	0.00027766	0.0076488	0.0014226	0.0007595	0.010433	0.0061825	0.0084686	0.0090099	0.0056429	0.0031013	1.0079e-06	4.7451e-07	0.0041748	0.0042857	0.0093028	0.0037082	0.0042277	0.00479
CDAS5y	0.00031568	6.047e-05	0	0	0.00027251	0.00020481	9.6702e-05	0	0.00022854	1.5957e-08	0	0.00018322	0.00014769	0.00017485	0.00018908	6.3594e-05	0.00016631	0.0057788	0.0011029	0	0	0.0048483	0.0039053	0.003058	0	0.0044374	5.0462e-07	0	0.00336	0.0033008	0.0037686	0.0034743	0.002011	0.003721
CDAS6	0.00085238	0.00016126	5.5715e-05	0.00093263	0.00071507	0.00099034	0.001023	0.00047862	0.00041386	8.0505e-08	3.0056e-08	0.00047688	0.00041775	0.00094454	0.00039416	0.00038354	0.00044397	0.0095687	0.0017967	0.0007595	0.010433	0.0078414	0.0093083	0.0095053	0.0056429	0.0054059	1.1263e-06	4.7451e-07	0.0053489	0.0054021	0.010024	0.0050739	0.0046773	0.0060579
CDAS7	0.00085238	0.00016126	5.5715e-05	0.00093263	0.00071507	0.00099034	0.001023	0.00047862	0.00041386	8.0505e-08	3.0056e-08	0.00047688	0.00041775	0.00094454	0.00039416	0.00038354	0.00044397	0.0095687	0.0017967	0.0007595	0.010433	0.0078414	0.0093083	0.0095053	0.0056429	0.0054059	1.1263e-06	4.7451e-07	0.0053489	0.0054021	0.010024	0.0050739	0.0046773	0.0060579
CDAS9x	0.00073753	0.00016126	2.3448e-05	0.00083457	0.00063251	0.00059329	0.00093743	0.00040576	0.00013704	4.7872e-08	7.514e-09	0.0002488	0	0.00029969	0.00013693	2.9677e-05	0.00027766	0.0088622	0.0017967	0.00048166	0.0099693	0.0074011	0.007283	0.0093177	0.0051568	0.0032486	8.7314e-07	2.3761e-07	0.0039454	0	0.0056361	0.0030602	0.00093846	0.00479
CDAS9y	0.00011485	0	3.2267e-05	9.8067e-05	8.2561e-05	0.00039706	8.5564e-05	7.2857e-05	0.00027682	3.2633e-08	2.2542e-08	0.00022808	0.00041775	0.00064485	0.00025724	0.00035387	0.00016631	0.0036319	0	0.00058853	0.0031011	0.0026108	0.0058374	0.0019213	0.002304	0.0043297	7.1361e-07	4.1114e-07	0.0036275	0.0054021	0.0083124	0.0040558	0.0045845	0.003721
CDPMEK	0.066808	0.028172	0.019935	0.0024129	0.0023249	0.0022845	0.00093937	0.00086585	0.00087888	0.038214	0.017994	0.014291	0.011825	0.0019368	0.0019341	0.0019683	0.0019552	5.6768e-15	7.0253e-05	0.00019998	0.00033698	0.00023632	0.0005796	0.00074307	0.00022555	0.00051928	9.0446e-07	3.1819e-07	0.0005549	0.00032126	0.00029506	0.00025968	0.00050962	0.00048705
CEPSPORDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIRAISO	0	7.0018e-07	2.4421e-06	3.0899e-05	2.3449e-06	1.8351e-06	8.9533e-06	1.1887e-05	1.0615e-05	1.9149e-08	0	0	0	0	0	0	0	0	1.2771e-05	3.8555e-05	0.00036032	2.6125e-05	2.1867e-05	0.0001153	0.00017541	0.00019361	2.4659e-07	0	0	0	0	0	0	0
CHO43OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHORDH	5.627e-06	1.0866e-06	1.3614e-06	3.1499e-07	6.7628e-07	1.1632e-06	1.0302e-06	5.1124e-07	4.3874e-07	1.6e-08	1.0135e-08	2.4359e-06	1.982e-06	2.1134e-06	7.6296e-07	7.037e-07	6.1239e-07	4.9055e-05	1.3992e-05	1.4293e-05	7.0398e-06	8.0588e-06	1.2212e-05	9.3527e-06	6.5838e-06	5.9591e-06	2.9219e-07	1.6018e-07	2.5573e-05	2.0808e-05	2.005e-05	1.2046e-05	9.062e-06	9.6681e-06
CHORM	0.048773	0.02065	0.014591	0.0020405	0.0021216	0.0021148	0.00093369	0.00094384	0.00090005	0.027898	0.013137	0.01047	0.0090554	0.0016372	0.0015962	0.001484	0.0015488	1.9139e-15	0.00076826	0.00044122	0.0029079	0.0034827	0.0038825	0.0026684	0.0031081	0.0025471	5.4445e-07	1.9066e-07	0.0015008	0.0037573	0.0032648	0.002454	0.0015666	0.0024376
CHORS	0.068409	0.028941	0.020455	0.0028639	0.0029592	0.0028916	0.0013848	0.0013049	0.001222	0.039129	0.018425	0.014708	0.012664	0.0023703	0.0022564	0.0021059	0.002238	1.8886e-15	0.00080457	0.00046797	0.0035699	0.0040121	0.0042439	0.0034645	0.0034593	0.0028504	6.6146e-07	2.3215e-07	0.0017625	0.004122	0.0039564	0.002757	0.0018744	0.0030385
CIGAMS	0.0011806	0.00049838	0.00035209	4.7704e-05	5.0605e-05	4.4626e-05	4.2512e-05	2.0752e-05	3.6773e-05	0.0006753	0.00031799	0.00026257	0.00021715	4.6725e-05	4.5594e-05	4.46e-05	4.9252e-05	6.5213e-18	1.7524e-05	4.9111e-07	0.00012225	0.00017926	0.00016236	0.00038627	0.00018349	0.00040141	4.3965e-10	3.5639e-08	0.00016885	0.00019105	0.00020381	0.00018835	0.00018072	0.00021804
CITCIa2	0.049934	0.023027	0.019014	0.01298	0.0059964	0.012048	0.0063662	0.0019772	0.0039068	0.04096	0.015787	0.014992	0.013045	0.0020074	0.0025307	0.0023936	0.0028002	0.011373	0.0058383	0.0083582	0.029649	0.017057	0.028782	0.019988	0.0080773	0.01349	0.0023104	0.0015541	0.0023125	0.0052431	0.0054877	0.0055937	0.003859	0.0072375
CITCIb	0.049934	0.023027	0.019014	0.01298	0.0059964	0.012048	0.0063662	0.0019772	0.0039068	0.04096	0.015787	0.014992	0.013045	0.0020074	0.0025307	0.0023936	0.0028002	0.011373	0.0058383	0.0083582	0.029649	0.017057	0.028782	0.019988	0.0080773	0.01349	0.0023104	0.0015541	0.0023125	0.0052431	0.0054877	0.0055937	0.003859	0.0072375
CITL	0.089593	0	6.4036e-05	0.00041229	0.00078486	0.00061063	0.00070184	0.00018681	0.0011538	4.7872e-08	2.2542e-08	0.00022533	0	0.0012645	7.4133e-05	0.00033138	0.00018306	0.058438	0	0.0014312	0.013038	0.017548	0.013647	0.013521	0.0059073	0.018152	1.5138e-06	7.1284e-07	0.0071257	0	0.016705	0.0023443	0.0092795	0.0057889
CITMS	0.049934	0.023027	0.019014	0.01298	0.0059964	0.012048	0.0063662	0.0019772	0.0039068	0.04096	0.015787	0.014992	0.013045	0.0020074	0.0025307	0.0023936	0.0028002	0.011373	0.0058383	0.0083582	0.029649	0.017057	0.028782	0.019988	0.0080773	0.01349	0.0023104	0.0015541	0.0023125	0.0052431	0.0054877	0.0055937	0.003859	0.0072375
CLADHAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS140	-2.3825e-05	-1.0046e-05	-7.1051e-06	-8.523e-07	-8.2287e-07	-7.9693e-07	-3.056e-07	-3.0168e-07	-2.9805e-07	-1.3628e-05	-6.4169e-06	-5.0744e-06	-4.2097e-06	-6.824e-07	-6.8123e-07	-6.811e-07	-6.8116e-07	3.5411e-19	1.5781e-08	9.9105e-09	5.8527e-09	5.0233e-09	5.9446e-09	2.2343e-09	2.0801e-09	2.1269e-09	8.8721e-12	6.6866e-12	4.9692e-18	3.0586e-08	5.1989e-09	4.9282e-09	4.7999e-09	4.8608e-09
CLPNS141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS150	-1.483e-05	-6.2531e-06	-4.4226e-06	-5.3051e-07	-5.1219e-07	-4.9605e-07	-1.9022e-07	-1.8778e-07	-1.8552e-07	-8.4825e-06	-3.9942e-06	-3.1586e-06	-2.6203e-06	-4.2476e-07	-4.2403e-07	-4.2395e-07	-4.2399e-07	6.7594e-19	9.8227e-09	6.1688e-09	3.643e-09	3.1267e-09	3.7002e-09	1.3907e-09	1.2948e-09	1.3239e-09	5.5224e-12	4.1622e-12	3.1068e-18	1.9038e-08	3.236e-09	3.0676e-09	2.9877e-09	3.0256e-09
CLPNS160	-0.00027131	-0.0001144	-8.0911e-05	-9.7058e-06	-9.3706e-06	-9.0753e-06	-3.4801e-06	-3.4355e-06	-3.3942e-06	-0.00015519	-7.3074e-05	-5.7786e-05	-4.7939e-05	-7.771e-06	-7.7576e-06	-7.7562e-06	-7.7568e-06	5.2445e-18	1.7971e-07	1.1286e-07	6.6649e-08	5.7204e-08	6.7696e-08	2.5443e-08	2.3688e-08	2.4221e-08	1.0103e-10	7.6147e-11	5.6001e-17	3.4831e-07	5.9204e-08	5.6121e-08	5.466e-08	5.5353e-08
CLPNS161	-6.9773e-05	-2.942e-05	-2.0808e-05	-2.496e-06	-2.4098e-06	-2.3339e-06	-8.9498e-07	-8.835e-07	-8.7287e-07	-3.9909e-05	-1.8792e-05	-1.4861e-05	-1.2328e-05	-1.9985e-06	-1.995e-06	-1.9946e-06	-1.9948e-06	7.3064e-19	4.6215e-08	2.9024e-08	1.714e-08	1.4711e-08	1.7409e-08	6.5432e-09	6.0917e-09	6.2289e-09	2.5983e-11	1.9583e-11	1.4404e-17	8.9574e-08	1.5225e-08	1.4433e-08	1.4057e-08	1.4235e-08
CLPNS170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNS181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSII120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSII140	4.765e-05	2.0092e-05	1.421e-05	1.7046e-06	1.6457e-06	1.5939e-06	6.1121e-07	6.0337e-07	5.9611e-07	2.7255e-05	1.2834e-05	1.0149e-05	8.4193e-06	1.3648e-06	1.3625e-06	1.3622e-06	1.3623e-06	7.0649e-19	3.1561e-08	1.9821e-08	1.1705e-08	1.0047e-08	1.1889e-08	4.4685e-09	4.1602e-09	4.2539e-09	1.7744e-11	1.3373e-11	9.8622e-18	6.1173e-08	1.0398e-08	9.8565e-09	9.5998e-09	9.7215e-09
CLPNSII141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSII150	2.9659e-05	1.2506e-05	8.8451e-06	1.061e-06	1.0244e-06	9.921e-07	3.8044e-07	3.7557e-07	3.7105e-07	1.6965e-05	7.9884e-06	6.3171e-06	5.2406e-06	8.4952e-07	8.4806e-07	8.479e-07	8.4797e-07	1.0148e-18	1.9645e-08	1.2338e-08	7.286e-09	6.2535e-09	7.4004e-09	2.7814e-09	2.5895e-09	2.6478e-09	1.1045e-11	8.3243e-12	6.2119e-18	3.8077e-08	6.4721e-09	6.1351e-09	5.9754e-09	6.0512e-09
CLPNSII160	0.00054262	0.0002288	0.00016182	1.9412e-05	1.8741e-05	1.8151e-05	6.9603e-06	6.871e-06	6.7883e-06	0.00031037	0.00014615	0.00011557	9.5877e-05	1.5542e-05	1.5515e-05	1.5512e-05	1.5514e-05	1.0482e-17	3.5941e-07	2.2572e-07	1.333e-07	1.1441e-07	1.3539e-07	5.0887e-08	4.7375e-08	4.8442e-08	2.0207e-10	1.5229e-10	1.12e-16	6.9662e-07	1.1841e-07	1.1224e-07	1.0932e-07	1.1071e-07
CLPNSII161	0.00013955	5.8841e-05	4.1616e-05	4.9921e-06	4.8197e-06	4.6678e-06	1.79e-06	1.767e-06	1.7457e-06	7.9819e-05	3.7585e-05	2.9722e-05	2.4657e-05	3.9969e-06	3.99e-06	3.9893e-06	3.9896e-06	1.4362e-18	9.243e-08	5.8047e-08	3.428e-08	2.9422e-08	3.4818e-08	1.3086e-08	1.2183e-08	1.2458e-08	5.1965e-11	3.9165e-11	2.8809e-17	1.7915e-07	3.0451e-08	2.8865e-08	2.8114e-08	2.847e-08
CLPNSII170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSII180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSII181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPNSIIai150	0.00051296	0.0002163	0.00015298	1.8351e-05	1.7717e-05	1.7158e-05	6.5798e-06	6.4954e-06	6.4173e-06	0.00029341	0.00013816	0.00010926	9.0637e-05	1.4692e-05	1.4667e-05	1.4664e-05	1.4666e-05	1.6228e-17	3.3977e-07	2.1338e-07	1.2601e-07	1.0815e-07	1.2799e-07	4.8105e-08	4.4786e-08	4.5794e-08	1.9102e-10	1.4397e-10	1.3963e-15	6.5854e-07	1.1194e-07	1.0611e-07	1.0334e-07	1.0466e-07
CLPNSIIai170	0.00047163	0.00019887	0.00014065	1.6872e-05	1.6289e-05	1.5776e-05	6.0497e-06	5.9721e-06	5.9003e-06	0.00026977	0.00012703	0.00010045	8.3334e-05	1.3509e-05	1.3485e-05	1.3483e-05	1.3484e-05	6.6372e-18	3.1239e-07	1.9619e-07	1.1586e-07	9.944e-08	1.1768e-07	4.423e-08	4.1177e-08	4.2105e-08	1.7563e-10	1.3237e-10	9.7356e-17	6.0548e-07	1.0292e-07	9.7559e-08	9.5018e-08	9.6223e-08
CLPNSIIi140	0.00010357	4.3669e-05	3.0885e-05	3.7049e-06	3.577e-06	3.4642e-06	1.3284e-06	1.3114e-06	1.2956e-06	5.9238e-05	2.7894e-05	2.2058e-05	1.8299e-05	2.9663e-06	2.9612e-06	2.9607e-06	2.9609e-06	2.4018e-18	6.8598e-08	4.308e-08	2.5441e-08	2.1836e-08	2.5841e-08	9.7123e-09	9.042e-09	9.2456e-09	3.8567e-11	2.9067e-11	2.1377e-17	1.3296e-07	2.2599e-08	2.1423e-08	2.0865e-08	2.1129e-08
CLPNSIIi150	0.00029659	0.00012506	8.8451e-05	1.061e-05	1.0244e-05	9.921e-06	3.8044e-06	3.7557e-06	3.7105e-06	0.00016965	7.9884e-05	6.3171e-05	5.2406e-05	8.4952e-06	8.4806e-06	8.479e-06	8.4797e-06	2.1234e-17	1.9645e-07	1.2338e-07	7.286e-08	6.2535e-08	7.4004e-08	2.7814e-08	2.5895e-08	2.6478e-08	1.1045e-10	8.3243e-11	2.2854e-15	3.8077e-07	6.4721e-08	6.1351e-08	5.9754e-08	6.0512e-08
CLPNSIIi160	0.00060194	0.00025382	0.00017951	2.1534e-05	2.079e-05	2.0135e-05	7.7212e-06	7.6221e-06	7.5304e-06	0.0003443	0.00016213	0.00012821	0.00010636	1.7241e-05	1.7211e-05	1.7208e-05	1.721e-05	6.9393e-18	3.987e-07	2.5039e-07	1.4787e-07	1.2691e-07	1.5019e-07	5.645e-08	5.2554e-08	5.3738e-08	2.2416e-10	1.6894e-10	1.2426e-16	7.7277e-07	1.3135e-07	1.2451e-07	1.2127e-07	1.2281e-07
CLPNSIIi170	0.00021929	9.2464e-05	6.5396e-05	7.8447e-06	7.5738e-06	7.335e-06	2.8128e-06	2.7767e-06	2.7433e-06	0.00012543	5.9062e-05	4.6705e-05	3.8746e-05	6.2809e-06	6.2701e-06	6.2689e-06	6.2694e-06	2.7926e-18	1.4525e-07	9.1217e-08	5.3868e-08	4.6235e-08	5.4715e-08	2.0564e-08	1.9145e-08	1.9576e-08	8.166e-11	6.1546e-11	4.5268e-17	2.8152e-07	4.7851e-08	4.536e-08	4.4179e-08	4.4739e-08
CLPNSIIi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
