	M145_21	M145_29	M145_33	M145_37	M145_41	M145_45	M145_49	M145_53	M145_57	M1152_33	M1152_41	M1152_45	M1152_49	M1152_53	M1152_57	M1152_61	M1152_65
arm_3OARai70	0.011958	0.0050394	0.003564	0.00042662	0.00041216	0.00039867	0.0001529	0.000151	0.00014915	0.0068398	0.0032207	0.0025469	0.0021062	0.00034131	0.00034087	0.00034087	0.00034087
3OARai70No1	0	0	0	0.00042662	0	0	0	0	0	0	0	0	0	0.00034131	0	0	0
3OARai70No2	0	0	0	0	0	0	0	0	0.00014915	0	0	0	0	0	0	0	0
3OARai70No3	0	0	0	0	0	0	0.0001529	0	0	0.0068398	0.0032207	0	0.0021062	0	0	0.00034087	0
3OARai70No4	0	0.0050394	0	0	0	0	0	0	0	0	0	0.0025469	0	0	0	0	0.00034087
3OARai70No5	0	0	0	0	0.00041216	0	0	0	0	0	0	0	0	0	0	0	0
3OARai70No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai70No7	0	0	0	0	0	0.00039867	0	0	0	0	0	0	0	0	0	0	0
3OARai70No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai70No9	0.011958	0	0.003564	0	0	0	0	0.000151	0	0	0	0	0	0	0.00034087	0	0
3OARai70No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARai90	0.011958	0.0050394	0.003564	0.00042662	0.00041216	0.00039867	0.0001529	0.000151	0.00014915	0.0068398	0.0032207	0.0025469	0.0021062	0.00034131	0.00034087	0.00034087	0.00034087
3OARai90No1	0	0	0	0.00042662	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai90No2	0	0	0	0	0	0.00039867	0	0	0	0.0068398	0.0032207	0	0	0.00034131	0	0.00034087	0
3OARai90No3	0	0.0050394	0	0	0	0	0.0001529	0	0	0	0	0.0025469	0	0	0	0	0.00034087
3OARai90No4	0	0	0	0	0.00041216	0	0	0	0.00014915	0	0	0	0.0021062	0	0	0	0
3OARai90No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai90No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai90No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai90No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARai90No9	0.011958	0	0.003564	0	0	0	0	0.000151	0	0	0	0	0	0	0.00034087	0	0
3OARai90No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi100	0.0085716	0.0036123	0.0025548	0.00030581	0.00029544	0.00028577	0.0001096	0.00010824	0.00010692	0.0049029	0.0023087	0.0018257	0.0015098	0.00024466	0.00024434	0.00024434	0.00024434
3OARi100No1	0	0	0	0.00030581	0	0	0	0	0	0	0.0023087	0	0	0	0	0	0
3OARi100No2	0	0.0036123	0	0	0	0.00028577	0	0	0	0.0049029	0	0.0018257	0.0015098	0	0	0	0
3OARi100No3	0.0085716	0	0	0	0.00029544	0	0.0001096	0	0	0	0	0	0	0	0	0	0
3OARi100No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024466	0	0	0
3OARi100No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024434
3OARi100No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi100No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi100No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024434	0
3OARi100No9	0	0	0.0025548	0	0	0	0	0.00010824	0.00010692	0	0	0	0	0	0.00024434	0	0
3OARi100No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi110	0.0062662	0.0026407	0.0018676	0.00022356	0.00021598	0.00020891	8.0124e-05	7.9129e-05	7.8159e-05	0.0035842	0.0016877	0.0013346	0.0011037	0.00017885	0.00017862	0.00017862	0.00017862
3OARi110No1	0	0	0	0.00022356	0	0	0	0	0	0	0.0016877	0	0	0	0	0	0
3OARi110No2	0	0	0	0	0	0.00020891	0	0	7.8159e-05	0	0	0.0013346	0	0.00017885	0	0	0
3OARi110No3	0.0062662	0.0026407	0	0	0.00021598	0	8.0124e-05	0	0	0	0	0	0	0	0	0	0.00017862
3OARi110No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi110No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi110No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi110No7	0	0	0	0	0	0	0	0	0	0.0035842	0	0	0	0	0	0	0
3OARi110No8	0	0	0	0	0	0	0	0	0	0	0	0	0.0011037	0	0	0.00017862	0
3OARi110No9	0	0	0.0018676	0	0	0	0	7.9129e-05	0	0	0	0	0	0	0.00017862	0	0
3OARi110No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi120	0.0085716	0.0036123	0.0025548	0.00030581	0.00029544	0.00028577	0.0001096	0.00010824	0.00010692	0.0049029	0.0023087	0.0018257	0.0015098	0.00024466	0.00024434	0.00024434	0.00024434
3OARi120No1	0	0	0	0.00030581	0	0	0	0	0.00010692	0	0	0	0	0.00024466	0	0	0
3OARi120No2	0	0	0	0	0.00029544	0	0	0	0	0.0049029	0	0	0	0	0	0	0.00024434
3OARi120No3	0.0085716	0.0036123	0	0	0	0	0.0001096	0	0	0	0	0	0	0	0	0	0
3OARi120No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024434	0
3OARi120No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi120No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi120No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi120No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi120No9	0	0	0.0025548	0	0	0.00028577	0	0.00010824	0	0	0.0023087	0.0018257	0.0015098	0	0.00024434	0	0
3OARi120No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi130	0.0062662	0.0026407	0.0018676	0.00022356	0.00021598	0.00020891	8.0124e-05	7.9129e-05	7.8159e-05	0.0035842	0.0016877	0.0013346	0.0011037	0.00017885	0.00017862	0.00017862	0.00017862
3OARi130No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi130No2	0	0	0	0	0.00021598	0.00020891	0	0	0	0	0	0	0	0	0	0	0.00017862
3OARi130No3	0.0062662	0	0	0	0	0	8.0124e-05	0	7.8159e-05	0	0	0	0	0	0	0.00017862	0
3OARi130No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017885	0	0	0
3OARi130No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi130No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi130No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi130No8	0	0.0026407	0	0	0	0	0	0	0	0	0.0016877	0	0.0011037	0	0	0	0
3OARi130No9	0	0	0.0018676	0	0	0	0	7.9129e-05	0	0.0035842	0	0.0013346	0	0	0.00017862	0	0
3OARi130No10	0	0	0	0.00022356	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi140	0.0085716	0.0036123	0.0025548	0.00030581	0.00029544	0.00028577	0.0001096	0.00010824	0.00010692	0.0049029	0.0023087	0.0018257	0.0015098	0.00024466	0.00024434	0.00024434	0.00024434
3OARi140No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024434
3OARi140No2	0	0	0	0	0.00029544	0.00028577	0	0	0	0	0	0	0	0	0	0	0
3OARi140No3	0	0	0	0	0	0	0.0001096	0	0	0	0	0	0	0	0	0	0
3OARi140No4	0	0	0	0	0	0	0	0	0.00010692	0	0	0	0	0	0	0	0
3OARi140No5	0	0	0	0	0	0	0	0	0	0	0	0	0.0015098	0	0	0.00024434	0
3OARi140No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi140No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi140No8	0	0.0036123	0	0	0	0	0	0	0	0.0049029	0.0023087	0.0018257	0	0	0	0	0
3OARi140No9	0.0085716	0	0.0025548	0	0	0	0	0.00010824	0	0	0	0	0	0.00024466	0.00024434	0	0
3OARi140No10	0	0	0	0.00030581	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi150	0.0062662	0.0026407	0.0018676	0.00022356	0.00021598	0.00020891	8.0124e-05	7.9129e-05	7.8159e-05	0.0035842	0.0016877	0.0013346	0.0011037	0.00017885	0.00017862	0.00017862	0.00017862
3OARi150No1	0	0	0	0	0	0	0	0	0	0	0.0016877	0	0	0	0.00017862	0	0.00017862
3OARi150No2	0	0	0	0	0	0	8.0124e-05	0	0	0.0035842	0	0	0	0	0	0	0
3OARi150No3	0.0062662	0	0	0	0	0	0	0	0	0	0	0	0.0011037	0.00017885	0	0.00017862	0
3OARi150No4	0	0	0	0	0.00021598	0	0	0	0	0	0	0	0	0	0	0	0
3OARi150No5	0	0.0026407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi150No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi150No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi150No8	0	0	0	0	0	0	0	0	0	0	0	0.0013346	0	0	0	0	0
3OARi150No9	0	0	0.0018676	0	0	0.00020891	0	7.9129e-05	7.8159e-05	0	0	0	0	0	0	0	0
3OARi150No10	0	0	0	0.00022356	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi160	0.0073113	0.0030812	0.0021791	0.00026084	0.000252	0.00024375	9.3488e-05	9.2327e-05	9.1195e-05	0.004182	0.0019692	0.0015572	0.0012878	0.00020868	0.00020841	0.00020841	0.00020841
3OARi160No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020841
3OARi160No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020841	0	0
3OARi160No3	0	0	0	0	0	0	9.3488e-05	0	9.1195e-05	0	0	0	0.0012878	0	0	0	0
3OARi160No4	0.0073113	0	0	0	0.000252	0	0	0	0	0	0	0	0	0.00020868	0	0	0
3OARi160No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi160No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi160No7	0	0	0	0	0	0	0	0	0	0.004182	0	0	0	0	0	0	0
3OARi160No8	0	0	0	0	0	0	0	0	0	0	0	0.0015572	0	0	0	0	0
3OARi160No9	0	0.0030812	0.0021791	0	0	0.00024375	0	9.2327e-05	0	0	0.0019692	0	0	0	0	0.00020841	0
3OARi160No10	0	0	0	0.00026084	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi170	0.0026645	0.0011229	0.00079415	9.506e-05	9.1838e-05	8.8832e-05	3.407e-05	3.3647e-05	3.3235e-05	0.0015241	0.00071765	0.00056751	0.00046932	7.6052e-05	7.5953e-05	7.5953e-05	7.5953e-05
3OARi170No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5953e-05
3OARi170No2	0.0026645	0.0011229	0	0	9.1838e-05	0	0	0	0	0	0	0	0	7.6052e-05	7.5953e-05	7.5953e-05	0
3OARi170No3	0	0	0	0	0	0	3.407e-05	0	0	0	0	0	0	0	0	0	0
3OARi170No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi170No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi170No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi170No7	0	0	0	0	0	8.8832e-05	0	0	0	0.0015241	0	0	0	0	0	0	0
3OARi170No8	0	0	0	0	0	0	0	0	0	0	0	0.00056751	0.00046932	0	0	0	0
3OARi170No9	0	0	0.00079415	0	0	0	0	3.3647e-05	3.3235e-05	0	0.00071765	0	0	0	0	0	0
3OARi170No10	0	0	0	9.506e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi180No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi60	0.0085716	0.0036123	0.0025548	0.00030581	0.00029544	0.00028577	0.0001096	0.00010824	0.00010692	0.0049029	0.0023087	0.0018257	0.0015098	0.00024466	0.00024434	0.00024434	0.00024434
3OARi60No1	0	0	0	0.00030581	0	0	0	0	0	0	0	0	0	0.00024466	0	0	0
3OARi60No2	0	0	0	0	0	0	0	0	0	0.0049029	0	0	0	0	0	0	0
3OARi60No3	0	0.0036123	0	0	0	0	0.0001096	0	0.00010692	0	0.0023087	0	0	0	0	0	0
3OARi60No4	0.0085716	0	0	0	0	0	0	0	0	0	0	0.0018257	0	0	0	0	0.00024434
3OARi60No5	0	0	0	0	0.00029544	0.00028577	0	0	0	0	0	0	0	0	0	0	0
3OARi60No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi60No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi60No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi60No9	0	0	0.0025548	0	0	0	0	0.00010824	0	0	0	0	0.0015098	0	0.00024434	0.00024434	0
3OARi60No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi70	0.0062662	0.0026407	0.0018676	0.00022356	0.00021598	0.00020891	8.0124e-05	7.9129e-05	7.8159e-05	0.0035842	0.0016877	0.0013346	0.0011037	0.00017885	0.00017862	0.00017862	0.00017862
3OARi70No1	0	0	0	0.00022356	0	0	0	0	7.8159e-05	0	0	0	0	0	0	0	0
3OARi70No2	0	0	0	0	0	0.00020891	0	0	0	0	0	0	0	0	0	0	0
3OARi70No3	0.0062662	0.0026407	0	0	0	0	8.0124e-05	0	0	0.0035842	0.0016877	0	0.0011037	0	0	0	0
3OARi70No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017885	0	0	0.00017862
3OARi70No5	0	0	0	0	0.00021598	0	0	0	0	0	0	0.0013346	0	0	0	0.00017862	0
3OARi70No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi70No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi70No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi70No9	0	0	0.0018676	0	0	0	0	7.9129e-05	0	0	0	0	0	0	0.00017862	0	0
3OARi70No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OARi80	0.0085716	0.0036123	0.0025548	0.00030581	0.00029544	0.00028577	0.0001096	0.00010824	0.00010692	0.0049029	0.0023087	0.0018257	0.0015098	0.00024466	0.00024434	0.00024434	0.00024434
3OARi80No1	0	0	0	0.00030581	0	0	0	0	0	0	0	0	0	0.00024466	0	0	0
3OARi80No2	0	0	0	0	0	0	0	0	0	0	0.0023087	0	0	0	0	0	0
3OARi80No3	0	0.0036123	0	0	0	0	0.0001096	0	0	0	0	0.0018257	0	0	0	0	0.00024434
3OARi80No4	0.0085716	0	0	0	0.00029544	0	0	0	0	0	0	0	0	0	0	0	0
3OARi80No5	0	0	0	0	0	0	0	0	0.00010692	0	0	0	0.0015098	0	0	0	0
3OARi80No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi80No7	0	0	0	0	0	0	0	0	0	0.0049029	0	0	0	0	0	0	0
3OARi80No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi80No9	0	0	0.0025548	0	0	0.00028577	0	0.00010824	0	0	0	0	0	0	0.00024434	0	0
3OARi80No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024434	0
arm_3OARi90	0.0062662	0.0026407	0.0018676	0.00022356	0.00021598	0.00020891	8.0124e-05	7.9129e-05	7.8159e-05	0.0035842	0.0016877	0.0013346	0.0011037	0.00017885	0.00017862	0.00017862	0.00017862
3OARi90No1	0	0	0	0.00022356	0	0	0	0	0	0	0.0016877	0	0	0	0	0	0
3OARi90No2	0	0.0026407	0	0	0	0.00020891	0	0	0	0	0	0	0	0	0	0	0
3OARi90No3	0.0062662	0	0	0	0	0	8.0124e-05	0	0	0	0	0.0013346	0	0	0	0	0.00017862
3OARi90No4	0	0	0	0	0.00021598	0	0	0	7.8159e-05	0	0	0	0	0	0	0.00017862	0
3OARi90No5	0	0	0	0	0	0	0	0	0	0	0	0	0.0011037	0	0	0	0
3OARi90No6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi90No7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi90No8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OARi90No9	0	0	0.0018676	0	0	0	0	7.9129e-05	0	0.0035842	0	0	0	0.00017885	0.00017862	0	0
3OARi90No10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS100	0.0088614	0.0037344	0.0026411	0.00031615	0.00030543	0.00029543	0.00011331	0.0001119	0.00011053	0.0050686	0.0023867	0.0018874	0.0015608	0.00025293	0.0002526	0.0002526	0.0002526
3OAS100No1	0.0088614	0	0	0.00031615	0.00030543	0	0	0	0	0	0	0	0	0.00025293	0.0002526	0	0.0002526
3OAS100No2	0	0	0.0026411	0	0	0.00029543	0.00011331	0.0001119	0.00011053	0	0.0023867	0.0018874	0	0	0	0.0002526	0
3OAS100No3	0	0.0037344	0	0	0	0	0	0	0	0.0050686	0	0	0	0	0	0	0
3OAS100No4	0	0	0	0	0	0	0	0	0	0	0	0	0.0015608	0	0	0	0
arm_3OAS110	0.00035956	0.00015153	0.00010717	1.2828e-05	1.2393e-05	1.1987e-05	4.5976e-06	4.5405e-06	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	1.0263e-05	1.0249e-05	1.0249e-05	1.0249e-05
3OAS110No1	0	0	0	0	1.2393e-05	0	0	4.5405e-06	0	0	0	0	0	1.0263e-05	1.0249e-05	0	1.0249e-05
3OAS110No2	0.00035956	0.00015153	0.00010717	0	0	1.1987e-05	4.5976e-06	0	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	0	0	1.0249e-05	0
3OAS110No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS110No4	0	0	0	1.2828e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS120	0.0071684	0.0030209	0.0021365	0.00025574	0.00024707	0.00023899	9.166e-05	9.0522e-05	8.9412e-05	0.0041002	0.0019307	0.0015268	0.0012626	0.0002046	0.00020434	0.00020434	0.00020434
3OAS120No1	0.0071684	0.0030209	0	0	0.00024707	0	0	0	0	0	0	0	0	0.0002046	0.00020434	0	0.00020434
3OAS120No2	0	0	0.0021365	0	0	0.00023899	9.166e-05	9.0522e-05	8.9412e-05	0.0041002	0	0.0015268	0.0012626	0	0	0.00020434	0
3OAS120No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS120No4	0	0	0	0.00025574	0	0	0	0	0	0	0.0019307	0	0	0	0	0	0
arm_3OAS121	0.001693	0.00071348	0.00050461	6.0401e-05	5.8354e-05	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	4.8323e-05	4.8261e-05	4.8261e-05	4.8261e-05
3OAS121No1	0.001693	0	0	0	5.8354e-05	0	0	0	0	0	0	0	0	4.8323e-05	4.8261e-05	0	0
3OAS121No2	0	0.00071348	0.00050461	0	0	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	0	0	4.8261e-05	4.8261e-05
3OAS121No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS121No4	0	0	0	6.0401e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS130	0.00035956	0.00015153	0.00010717	1.2828e-05	1.2393e-05	1.1987e-05	4.5976e-06	4.5405e-06	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	1.0263e-05	1.0249e-05	1.0249e-05	1.0249e-05
3OAS130No1	0	0.00015153	0	0	1.2393e-05	0	0	4.5405e-06	0	0	0	0	0	1.0263e-05	1.0249e-05	0	1.0249e-05
3OAS130No2	0.00035956	0	0.00010717	0	0	1.1987e-05	4.5976e-06	0	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	0	0	1.0249e-05	0
3OAS130No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS130No4	0	0	0	1.2828e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS140	0.0071684	0.0030209	0.0021365	0.00025574	0.00024707	0.00023899	9.166e-05	9.0522e-05	8.9412e-05	0.0041002	0.0019307	0.0015268	0.0012626	0.0002046	0.00020434	0.00020434	0.00020434
3OAS140No1	0.0071684	0.0030209	0	0	0.00024707	0	0	0	0	0	0	0	0	0.0002046	0.00020434	0	0.00020434
3OAS140No2	0	0	0.0021365	0	0	0.00023899	9.166e-05	9.0522e-05	8.9412e-05	0.0041002	0.0019307	0.0015268	0.0012626	0	0	0.00020434	0
3OAS140No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS140No4	0	0	0	0.00025574	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS141	0.001693	0.00071348	0.00050461	6.0401e-05	5.8354e-05	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	4.8323e-05	4.8261e-05	4.8261e-05	4.8261e-05
3OAS141No1	0	0.00071348	0	0	5.8354e-05	0	0	0	0	0	0	0	0	4.8323e-05	4.8261e-05	0	4.8261e-05
3OAS141No2	0.001693	0	0.00050461	0	0	5.6444e-05	0	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	0	0	4.8261e-05	0
3OAS141No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS141No4	0	0	0	6.0401e-05	0	0	2.1648e-05	0	0	0	0	0	0	0	0	0	0
arm_3OAS150	0.00035956	0.00015153	0.00010717	1.2828e-05	1.2393e-05	1.1987e-05	4.5976e-06	4.5405e-06	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	1.0263e-05	1.0249e-05	1.0249e-05	1.0249e-05
3OAS150No1	0	0.00015153	0	0	1.2393e-05	0	0	4.5405e-06	0	0	0	0	0	1.0263e-05	1.0249e-05	0	1.0249e-05
3OAS150No2	0.00035956	0	0.00010717	0	0	1.1987e-05	0	0	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	0	0	1.0249e-05	0
3OAS150No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS150No4	0	0	0	1.2828e-05	0	0	4.5976e-06	0	0	0	0	0	0	0	0	0	0
arm_3OAS160	0.0065917	0.0027779	0.0019647	0.00023517	0.0002272	0.00021976	8.4287e-05	8.324e-05	8.222e-05	0.0037704	0.0017754	0.001404	0.0011611	0.00018814	0.0001879	0.0001879	0.0001879
3OAS160No1	0.0065917	0.0027779	0	0	0.0002272	0	0	0	0	0	0	0	0	0.00018814	0.0001879	0	0.0001879
3OAS160No2	0	0	0.0019647	0	0	0.00021976	8.4287e-05	8.324e-05	8.222e-05	0.0037704	0.0017754	0.001404	0.0011611	0	0	0.0001879	0
3OAS160No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS160No4	0	0	0	0.00023517	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS161	0.001693	0.00071348	0.00050461	6.0401e-05	5.8354e-05	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	4.8323e-05	4.8261e-05	4.8261e-05	4.8261e-05
3OAS161No1	0	0.00071348	0	0	5.8354e-05	0	0	0	0	0	0	0	0	4.8323e-05	4.8261e-05	0	4.8261e-05
3OAS161No2	0.001693	0	0.00050461	0	0	5.6444e-05	2.1648e-05	2.1379e-05	2.1117e-05	0.00096839	0.00045599	0.0003606	0.00029821	0	0	4.8261e-05	0
3OAS161No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS161No4	0	0	0	6.0401e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS170No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS170No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS170No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS170No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS180No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS180No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS180No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS180No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS181No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS181No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS181No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS181No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS50	0.00035956	0.00015153	0.00010717	1.2828e-05	1.2393e-05	1.1987e-05	4.5976e-06	4.5405e-06	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	1.0263e-05	1.0249e-05	1.0249e-05	1.0249e-05
3OAS50No1	0.00035956	0.00015153	0.00010717	0	1.2393e-05	0	0	4.5405e-06	0	0	0	0	0	1.0263e-05	1.0249e-05	0	1.0249e-05
3OAS50No2	0	0	0	1.2828e-05	0	1.1987e-05	4.5976e-06	0	4.4849e-06	0.00020566	9.6843e-05	7.6582e-05	6.3333e-05	0	0	1.0249e-05	0
3OAS50No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3OAS50No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_3OAS60	0.0088717	0.0037387	0.0026442	0.00031651	0.00030578	0.00029577	0.00011344	0.00011203	0.00011066	0.0050745	0.0023895	0.0018896	0.0015626	0.00025322	0.00025289	0.00025289	0.00025289
