"Pathways"	"Subsystem 1"	"Subsystem 2"
PWY-6220	Jasmonates-Biosynthesis	Plant-Hormone-Biosynthesis
PWY-6233	Jasmonates-Biosynthesis	Plant-Hormone-Biosynthesis
PWY-5967	CYTOKININ-BIOSYNTHESIS	Plant-Hormone-Biosynthesis
PWY-6303	Auxin-Biosynthesis // Interconversion	Plant-Hormone-Biosynthesis // Activation-Inactivation-Interconversion
PWY-2681	CYTOKININ-BIOSYNTHESIS	Plant-Hormone-Biosynthesis
PWY-1001	PRIMARY-CELL-WALL // Polysaccharides-Biosynthesis // SECONDARY-CELL-WALL	PLANT-CELL-STRUCTURE // Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-282	EPIDERMAL-STRUCTURE // Lipid-Biosynthesis	PLANT-CELL-STRUCTURE // Biosynthesis
PWY-321	EPIDERMAL-STRUCTURE // Lipid-Biosynthesis	PLANT-CELL-STRUCTURE // Biosynthesis
PWY-1061	PRIMARY-CELL-WALL // Polysaccharides-Biosynthesis	PLANT-CELL-STRUCTURE // Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-5800	SECONDARY-CELL-WALL	PLANT-CELL-STRUCTURE
PWY-5980	PRIMARY-CELL-WALL // Polysaccharides-Biosynthesis	PLANT-CELL-STRUCTURE // Carbohydrates-Biosynthesis // Glycan-Biosynthesis
PWY-2467	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2761	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2464	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2463	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-4922	COUMARIN-PHYTOALEXINS // COUMARIN-SYN // POLYKETIDE-SYN	PHYTOALEXIN-SYN // PHENYLPROPANOID-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-2861	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
CAMALEXIN-SYN	INDOLE-PHYTOALEXIN-SYN	PHYTOALEXIN-SYN
PWY-2343	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-2321	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2904	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-2345	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-2762	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2002	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2083	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-4681	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-2701	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-2561	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	PHYTOALEXIN-SYN // FLAVONOID-SYN // Activation-Inactivation-Interconversion
PWY-7477	TERPENOID-PHYTOALEXINS	PHYTOALEXIN-SYN
PWY-7489	TERPENOID-PHYTOALEXINS	PHYTOALEXIN-SYN
PWY-7478	TERPENOID-PHYTOALEXINS	PHYTOALEXIN-SYN
PWY-3042	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PWY-84	STILBENE-PHYTOALEXINS // STILBENE-SYN	PHYTOALEXIN-SYN // PHENYLPROPANOID-SYN
PWY-4502	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	PHYTOALEXIN-SYN // FLAVONOID-SYN
PHOSPHONOTASE-PWY	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds
PWY-6832	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds
PWY-7447	2-Aminoethylphosphonate-Degradation	Phosphorus-Compounds
PWY-7804	Glyphosate-Degradation	Phosphorus-Compounds
PWY-7806	Glyphosate-Degradation	Phosphorus-Compounds
PWY-7807	Glyphosate-Degradation	Phosphorus-Compounds
PWY0-1533	Methylphosphonate-Degradation	Phosphorus-Compounds
PWY-7399	Methylphosphonate-Degradation	Phosphorus-Compounds
PWY-7509	Cardiolipin-Biosynthesis // PhosphatidylethanolamineBiosynthesis // Super-Pathways	Phospholipid-Biosynthesis // Pathways
PWY-5668	Cardiolipin-Biosynthesis	Phospholipid-Biosynthesis
PWY-5269	Cardiolipin-Biosynthesis	Phospholipid-Biosynthesis
PWY0-1545	Cardiolipin-Biosynthesis	Phospholipid-Biosynthesis
PWY-5667	CDP-diacylglycerol-Biosynthesis	Phospholipid-Biosynthesis
PWY0-1319	CDP-diacylglycerol-Biosynthesis	Phospholipid-Biosynthesis
PWY-5981	CDP-diacylglycerol-Biosynthesis	Phospholipid-Biosynthesis
PWY3O-450	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY4FS-2	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY4FS-3	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY4FS-4	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY-6825	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY-6826	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY-7470	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY-5669	PhosphatidylethanolamineBiosynthesis	Phospholipid-Biosynthesis
PWY4FS-6	PhosphatidylethanolamineBiosynthesis	Phospholipid-Biosynthesis
PWY-6273	PhosphatidylethanolamineBiosynthesis	Phospholipid-Biosynthesis
PWY4FS-7	PhosphatidylglycerolBiosynthesis // Super-Pathways	Phospholipid-Biosynthesis // Pathways
PWY4FS-8	PhosphatidylglycerolBiosynthesis // Super-Pathways	Phospholipid-Biosynthesis // Pathways
PWY-6580	Phosphatidylinositol-Biosynthesis	Phospholipid-Biosynthesis
PWY-7625	Phosphatidylinositol-Biosynthesis	Phospholipid-Biosynthesis
PWY-7501	Phosphatidylserine-Biosynthesis	Phospholipid-Biosynthesis
PWY-7506	Phosphatidylserine-Biosynthesis	Phospholipid-Biosynthesis
PWY-7416	PhosphatidylcholineBiosynthesis	Phospholipid-Biosynthesis
PWY-7409	PhosphatidylethanolamineBiosynthesis	Phospholipid-Biosynthesis
PWY-7487	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-7749	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-6029	FLAVONOID-SYN // Metabolic-Clusters	PHENYLPROPANOID-SYN // Pathways
PWY-7460	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-7304	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5479	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-5802	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-7631	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-7080	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-7518	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-6039	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-6040	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-6232	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-5371	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-7057	COUMARIN-SYN // Interconversion	PHENYLPROPANOID-SYN // Activation-Inactivation-Interconversion
PWY-5968	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-116	LIGNIN-SYN // PHENYLPROPANOID-DERIVATIVE-DEG	PHENYLPROPANOID-SYN // Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-5176	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5319	COUMARIN-SYN // PHENYLPROPANOID-DERIVATIVE-DEG	PHENYLPROPANOID-SYN // Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-7398	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-7055	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-7056	COUMARIN-SYN // Interconversion	PHENYLPROPANOID-SYN // Activation-Inactivation-Interconversion
PWY-6302	LIGNIN-SYN	PHENYLPROPANOID-SYN
PWY-6820	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-6325	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-5349	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-7058	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5859	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-5168	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY1F-FLAVSYN	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-6787	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-7897	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-2181	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY18C3-20	BENZENOID-SYN	PHENYLPROPANOID-SYN
PWY-7079	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-7630	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-7632	NORLIGNANS	PHENYLPROPANOID-SYN
PWY-7461	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-5780	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-5795	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-6824	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-5801	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-5365	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5466	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-83	LIGNIN-SYN // Metabolic-Clusters	PHENYLPROPANOID-SYN // Pathways
PWY-7397	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-5475	TANNIN-SYN	PHENYLPROPANOID-SYN
PWY-361	LIGNIN-SYN // SECONDARY-CELL-WALL	PHENYLPROPANOID-SYN // PLANT-CELL-STRUCTURE
PWY1F-467	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-6515	FLAVONOID-SYN	PHENYLPROPANOID-SYN
PWY-7491	LIGNAN-SYN // Metabolic-Clusters	PHENYLPROPANOID-SYN // Pathways
PWY-6665	STILBENE-SYN	PHENYLPROPANOID-SYN
PWY-5048	Rosmarinate-Biosynthesis	PHENYLPROPANOID-SYN
PWY-5049	Rosmarinate-Biosynthesis	PHENYLPROPANOID-SYN
PWY-6792	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5469	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-7139	LIGNAN-SYN	PHENYLPROPANOID-SYN
PWY-5701	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-3301	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-5987	QUINONE-SYN	PHENYLPROPANOID-SYN
PWY-5071	CINNAMATE-SYN // Super-Pathways	PHENYLPROPANOID-SYN // Pathways
PWY-7186	COUMARIN-SYN // Super-Pathways	PHENYLPROPANOID-SYN // Pathways
PWY-5867	CINNAMATE-SYN	PHENYLPROPANOID-SYN
PWY-6982	COUMARIN-SYN	PHENYLPROPANOID-SYN
PWY-5665	Vanillin-Biosynthesis	PHENYLPROPANOID-SYN
PWY-4201	CINNAMATE-SYN // Metabolic-Clusters	PHENYLPROPANOID-SYN // Pathways
PWY-8002	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-7046	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-7214	PHENYLPROPANOID-DERIVATIVE-DEG // REACTIVE-OXYGEN-SPECIES-DEGRADATION	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION // Detoxification
PWY-6343	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-7113	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-5418	Phenol-Degradation	Phenolic-Compounds-Degradation
PHENOLDEG-PWY	Phenol-Degradation	Phenolic-Compounds-Degradation
PWY0-321	Phenylacetate-Degradation	Phenolic-Compounds-Degradation
PWY-1341	Phenylacetate-Degradation	Phenolic-Compounds-Degradation
PWY-6667	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-8003	PHENYLPROPANOID-DERIVATIVE-DEG	Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-6789	Glycan-Pathways // Xylan-Degradation	Pathways // POLYSACCHARIDES-DEG
PWY-6992	Energy-Metabolism	Pathways
PWY-6585	Energy-Metabolism // Metabolic-Clusters // SECONDARY-METABOLITE-BIOSYNTHESIS	Pathways // Biosynthesis
PWY-6871	Energy-Metabolism	Pathways
PWY-7112	Detoxification	Pathways
PWY-7800	Metabolic-Clusters // Protein-Modification	Pathways // Macromolecule-Modification
PWY-5342	Glycan-Pathways // Oligosaccharides-Biosynthesis	Pathways // Carbohydrates-Biosynthesis
PWY-5343	Glycan-Pathways // Oligosaccharides-Biosynthesis	Pathways // Carbohydrates-Biosynthesis
PWY-6859	Energy-Metabolism	Pathways
PWY-7799	Metabolic-Clusters // Protein-Modification	Pathways // Macromolecule-Modification
PWY0-781	Super-Pathways	Pathways
PWY-7723	Bioluminescence	Pathways
PWY-7102	Energy-Metabolism	Pathways
PWY-6806	Metabolic-Clusters // TERPENOID-DEG	Pathways // SECONDARY-METABOLITE-DEGRADATION
PWY-7886	Macromolecule-Modification	Pathways
PWY-7118	Energy-Metabolism	Pathways
PWY-7696	Metabolic-Clusters // POLYKETIDE-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7914	Bioluminescence	Pathways
CYANCAT-PWY	Detoxification // NITROGEN-DEG	Pathways // Noncarbon-Nutrients
PWY-3821	Detoxification	Pathways
PWY-6786	Detoxification // Metabolic-Clusters	Pathways
PWY-7912	Bioluminescence	Pathways
PWY-7120	Metabolic-Clusters // PLANT-CELL-STRUCTURE	Pathways // Cell-Structure-Biosynthesis
PWY-7126	Energy-Metabolism	Pathways
PWY-7178	Energy-Metabolism	Pathways
PWY-5741	Energy-Metabolism	Pathways
PWY-5725	Energy-Metabolism // SESQUITERPENOID-SYN	Pathways // Terpenoid-Biosynthesis
PWY-7913	Bioluminescence	Pathways
PWY-6646	Detoxification	Pathways
RUMP-PWY	Energy-Metabolism // Formaldehyde-Oxidation	Pathways // C1-COMPOUNDS
PWY-862	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation
PWY-7937	Bioluminescence	Pathways
PWY-6997	Detoxification	Pathways
PWY-6813	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation
PWY-4061	Detoxification // Other-Degradation	Pathways // Degradation
PWY-6842	Detoxification	Pathways
GLYOXYLATE-BYPASS	Energy-Metabolism	Pathways
PWY-6841	Detoxification	Pathways
PWY-7169	Super-Pathways // XANTHONE-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6876	Energy-Metabolism	Pathways
PWY-7915	Bioluminescence	Pathways
TRYPTOPHAN-DEGRADATION-1	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-5655	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-6309	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-6505	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-8017	Super-Pathways // TRYPTOPHAN-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-5197	Energy-Metabolism	Pathways
PWY-6873	Energy-Metabolism	Pathways
PWY-6146	Biosynthesis // Super-Pathways	Pathways
PWY-7007	Energy-Metabolism	Pathways
PWY-6728	Energy-Metabolism	Pathways
PWY18C3-24	Metabolic-Clusters // PHENYLPROPANOID-DERIVATIVE-DEG	Pathways // Phenolic-Compounds-Degradation // SECONDARY-METABOLITE-DEGRADATION
PWY-3041	Energy-Metabolism // MONOTERPENOID-SYN	Pathways // Terpenoid-Biosynthesis
PWY1G-1	Detoxification	Pathways
PWY-7801	Metabolic-Clusters // Protein-Modification	Pathways // Macromolecule-Modification
PWY-7802	Metabolic-Clusters // Protein-Modification	Pathways // Macromolecule-Modification
PWY-6938	Energy-Metabolism	Pathways
OANTIGEN-PWY	Metabolic-Clusters // SUGAR-NUCLEOTIDES // Super-Pathways	Pathways // CARBO-BIOSYNTHESIS
PWY-6502	Detoxification // Metabolic-Clusters	Pathways
PWY-7251	Metabolic-Clusters // TRITERPENOID-SYN	Pathways // Terpenoid-Biosynthesis
PWY18C3-21	Metabolic-Clusters // PHENYLPROPANOID-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7498	Metabolic-Clusters // PHENYLPROPANOID-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6745	Detoxification	Pathways
PWY-5045	Metabolic-Clusters // STILBENE-PHYTOALEXINS // STILBENE-SYN	Pathways // PHYTOALEXIN-SYN // PHENYLPROPANOID-SYN
PWY-8006	Glycan-Pathways // POLYSACCHARIDES-DEG	Pathways // Carbohydrates-Degradation // Polymer-Degradation
PWY-7615	Metabolic-Clusters // PHYTOALEXIN-DEG	Pathways // SECONDARY-METABOLITE-DEGRADATION
PWY-7224	Metabolic-Clusters // Purine-Nucleotides-Salvage	Pathways // PUR-NUC-SYN
PWY-7197	Metabolic-Clusters // Pyrimidine-Nucleotide-Salvage	Pathways // PYR-NUC-SYN
PWY-7210	Metabolic-Clusters // Pyrimidine-Nucleotide-Salvage	Pathways // PYR-NUC-SYN
PWY-7184	Metabolic-Clusters // Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pathways // Deoxyribonucleotide-Biosynthesis // Pyrimidine-De-Novo-Biosyn
PWY-6545	Metabolic-Clusters // Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pathways // Deoxyribonucleotide-Biosynthesis // Pyrimidine-De-Novo-Biosyn
PWY-7198	Metabolic-Clusters // Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pathways // Deoxyribonucleotide-Biosynthesis // Pyrimidine-De-Novo-Biosyn
PWY-7206	Metabolic-Clusters // Pyrimidine-Deoxyribonucleosides-Deg	Pathways // Pyrimidine-Degradation
PWY-6769	Glycan-Pathways // Rhamnogalacturonan-Degradation	Pathways // POLYSACCHARIDES-DEG
PWY-5723	Energy-Metabolism	Pathways
PWY0-1517	Energy-Metabolism	Pathways
PWY-6733	Metabolic-Clusters // PLANT-CELL-STRUCTURE	Pathways // Cell-Structure-Biosynthesis
PWY-7916	Bioluminescence	Pathways
PWY-7424	Metabolic-Clusters // Sterol-Biosynthesis	Pathways // Lipid-Biosynthesis
PWY-1121	Metabolic-Clusters // PLANT-CELL-STRUCTURE	Pathways // Cell-Structure-Biosynthesis
PWY-6736	Metabolic-Clusters // Sulfur-Metabolism	Pathways // Noncarbon-Nutrients
PWY-5183	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-7476	Super-Pathways // TRITERPENOID-SYN	Pathways // Terpenoid-Biosynthesis
PWY-5134	Metabolic-Clusters // Super-Pathways // TERPENOPHENOLICS-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6544	Super-Pathways	Pathways
ALL-CHORISMATE-PWY	Super-Pathways	Pathways
PWY-5464	Energy-Metabolism // Super-Pathways	Pathways
GLUCARGALACTSUPER-PWY	Super-Pathways	Pathways
PWY-7438	Super-Pathways // dTDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-7317	Super-Pathways // dTDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-6266	Super-Pathways	Pathways
PWY-5717	Super-Pathways	Pathways
FUC-RHAMCAT-PWY	Super-Pathways	Pathways
PWY-7537	Super-Pathways	Pathways
GLYCOLYSIS-E-D	Energy-Metabolism // Super-Pathways	Pathways
GLYCOLYSIS-TCA-GLYOX-BYPASS	Energy-Metabolism // Super-Pathways	Pathways
TCA-GLYOX-BYPASS	Super-Pathways // TCA-VARIANTS	Pathways // Energy-Metabolism
PWY-561	Energy-Metabolism // Super-Pathways	Pathways
GALACT-GLUCUROCAT-PWY	Super-Pathways	Pathways
PRPP-PWY	Super-Pathways	Pathways
PWY-5478	Super-Pathways // TANNIN-SYN	Pathways // PHENYLPROPANOID-SYN
PWY-7341	Super-Pathways // TROPANE-ALKALOIDS	Pathways // ALKALOIDS-SYN
PWY-6234	Super-Pathways	Pathways
THRESYN-PWY	Super-Pathways // THREONINE-BIOSYNTHESIS	Pathways // IND-AMINO-ACID-SYN
THREOCAT-PWY	Super-Pathways // THREONINE-DEG	Pathways // Proteinogenic-Amino-Acids-Degradation
PWY-6629	Super-Pathways // TRYPTOPHAN-BIOSYNTHESIS	Pathways // IND-AMINO-ACID-SYN
PWY-6630	Super-Pathways // TYROSINE-SYN	Pathways // IND-AMINO-ACID-SYN
PWY-5991	Super-Pathways	Pathways
PWY-5424	Super-Pathways // Terpenoid-Biosynthesis	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY4FS-5	Super-Pathways	Pathways
P165-PWY	Super-Pathways // Urate-Degradation	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY0-845	Super-Pathways // Vitamin-B6-Biosynthesis	Pathways // Vitamin-Biosynthesis
MET-SAM-PWY	Super-Pathways	Pathways
PWY-1541	Super-Pathways // Taurine-degradation	Pathways // NITROGEN-DEG // Sulfur-Metabolism
PWY-13	Super-Pathways // XANTHONE-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5360	Super-Pathways // Tetrathionate-Reduction	Pathways // Sulfur-Metabolism
THISYN-PWY	Super-Pathways // Thiamine-Biosynthesis	Pathways // Vitamin-Biosynthesis
PWY-6895	Super-Pathways // Thiamine-Biosynthesis	Pathways // Vitamin-Biosynthesis
THISYNARA-PWY	Super-Pathways // Thiamine-Biosynthesis	Pathways // Vitamin-Biosynthesis
PWY-5306	Energy-Metabolism // Sulfite-Oxidation // Sulfur-Disproportionation // Super-Pathways	Pathways // Sulfur-Metabolism
PWY-7715	Super-Pathways	Pathways
PWY-7235	Super-Pathways // Ubiquinone-Biosynthesis	Pathways // Quinone-Biosynthesis
UBISYN-PWY	Super-Pathways // Ubiquinone-Biosynthesis	Pathways // Quinone-Biosynthesis
PWY-7328	Super-Pathways // UDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-7332	Super-Pathways // UDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-6284	Super-Pathways // Unsaturated-Fatty-Acids-Biosynthesis	Pathways // Fatty-acid-biosynthesis
PWY-6338	Super-Pathways // Vanillin-Degradation	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-6897	Super-Pathways // Thiamin-Salvage	Pathways // Thiamine-Biosynthesis
PWY-5277	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism
PWY-5352	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism
PWY-7813	Energy-Metabolism // Thiosulfate-Disproportionation	Pathways // Sulfur-Metabolism
PWY-5180	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-5182	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-5181	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-5178	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-5179	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-5184	Super-Pathways // TOLUENE-DEG	Pathways // AROMATIC-COMPOUNDS-DEGRADATION
PWY-6829	Metabolic-Clusters // Nucleic-Acid-Processing	Pathways // Macromolecule-Modification
PWY-7622	Super-Pathways // UDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-4821	Super-Pathways // UDP-Sugar-Biosynthesis	Pathways // SUGAR-NUCLEOTIDES
PWY-6801	Metabolic-Clusters // PHENYLPROPANOID-SYN	Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6807	Glycan-Pathways // Xyloglucan-Degradation	Pathways // POLYSACCHARIDES-DEG
PWY-6812	Glycan-Pathways // Xyloglucan-Degradation	Pathways // POLYSACCHARIDES-DEG
PWY-6519	7-Keto-8-aminopelargonate-Biosynthesis	Other-biosynthesis
PWY-7147	7-Keto-8-aminopelargonate-Biosynthesis	Other-biosynthesis
PWY-6578	7-Keto-8-aminopelargonate-Biosynthesis	Other-biosynthesis
BETA-ALA-DEGRADATION-I-PWY	Beta-Alanine-Degradation	MISCELLANEOUS-DEG
PWY-1781	Beta-Alanine-Degradation	MISCELLANEOUS-DEG
PWY-6422	D-Amino-Acid-Degradation	MISCELLANEOUS-DEG
PWY0-1535	D-Amino-Acid-Degradation	MISCELLANEOUS-DEG
PWY-6196	D-Amino-Acid-Degradation // Other-Amino-Acid-Biosynthesis // Super-Pathways	MISCELLANEOUS-DEG // Amino-Acid-Biosynthesis // Pathways
PWY-7515	Hydroxyprolines-Degradation	MISCELLANEOUS-DEG
HYDROXYPRODEG-PWY	Hydroxyprolines-Degradation	MISCELLANEOUS-DEG
PWY-5159	Hydroxyprolines-Degradation	MISCELLANEOUS-DEG
PWY-3981	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis
PWY-3941	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis
PWY-5155	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis
PWY-5760	Beta-Alanine-Biosynthesis	Other-Amino-Acid-Biosynthesis
CITRULBIO-PWY	Citrulline-Biosynthesis	Other-Amino-Acid-Biosynthesis
PWY-6922	L-Ornithine-Biosynthesis	Other-Amino-Acid-Biosynthesis
GLUTORN-PWY	L-Ornithine-Biosynthesis	Other-Amino-Acid-Biosynthesis
