Uniprot	Gene
Q9X8B9	SCO3439
Q8CJZ2	SCO2534
Q9KYN2	SCO7353
Q9FBT6	SCO7156
O87849	SCO6594
Q93RU1	SCO6300
Q9FBW1	SCO7824
O50503	SCO6009
Q9RL30	SCO0457
Q9L2E4	SCO2475
Q9K3Z5	SCO1338
Q9FC71	SCO7115
Q9XAC1	SCO1935
Q7AKI8	SCO4768
Q8CK67	SCO0152
Q9RKK7	SCO4077
Q9S2G8	SCO2913
Q9FC18	SCO7066
Q9FCB0	SCO1203
Q9RCV7	SCO0854
Q9RIU0	SCO0967
Q9Z577	SCO5502
Q9L0W3	SCO3741
Q9F3K7	SCO5258
Q9S1V9	SCO0033
Q9RDG7	SCO2761
Q9RKX0	SCO1411
Q9RKU1	SCO6251
Q9Z4W5	SCO3216
Q9L1W8	SCO6843
Q9AK46	SCO4880
Q9KZ45	SCO7087
Q9S2R8	SCO2168
Q9X832	SCO6065
Q9KXL7	SCO4340
Q9EWK9	SCO7784
Q9X9W1	SCO1911
Q9RI28	SCO0220
Q9L0A8	SCO2438
Q9FBW6	SCO7819
Q9L047	SCO2988
Q9S1S6	SCO0066
Q9EWM4	SCO7765
Q9KXT3	SCO4308
Q9RJX1	SCO1199
Q9S2F6	SCO2925
Q9S2S3	SCO2067
O86667	SCO6375
Q9KYW3	SCO3018
Q9RL07	SCO0311
Q9KXJ0	SCO2330
Q9F3C3	SCO7552
Q9L1E6	SCO5459
Q7AKG2	SCO5376
Q9K3K0	SCO4820
Q9RKT8	SCO6254
Q9RKG0	SCO3477
Q9KY23	SCO2367
Q9X9T6	SCO3932
Q9AJX1	SCO1806
Q7AKJ5	SCO4487
Q9L1D2	SCO1550
Q9ADK3	SCO4964
Q9L0W9	SCO3735
Q9KYS4	SCO5691
Q9L2C2	SCO5398
Q9AD10	SCP1.140
Q9X8J3	SCO3414
Q9FBK6	SCO5152
Q9RJ95	SCO0670
Q9Z4Z4	SCO3237
Q9RDM9	SCO2408
Q93J99	SCO7498
Q9L270	SCO1539
Q9Z557	SCO6115
Q9AKA0	SCO1362
Q9RJ54	SCO1654
Q9S2V6	SCO2100
Q9RI29	SCO0219
Q9XA36	SCO3577
O54137	SCO5871
Q7AKE3	SCO6834
Q8CJV4	SCO3864
Q9RJ89	SCO0676
Q9ZC12	SCO6501
Q9RJA1	SCO0663
Q9RJH0	SCO0464
Q93RY0	SCO6292
Q9F356	SCO2419
Q9RJV7	SCO0353
Q9EWP4	SCO7683
Q9L0M8	SCO4632
Q9RJ03	SCO0162
Q9RKT4	SCO6258
Q9S2J5	SCO2008
Q9X9Y3	SCO1889
Q7AKL8	SCO3361
O86842	SCO5745
Q9WX11	SCO3323
Q9K3G9	SCO1271
Q9L1K3	SCO5442
Q8CJM3	SCO6604
Q9RKW9	SCO1410
Q9Z5A7	SCO6195
Q9KY19	SCO2371
Q9KZC7	SCO6962
Q9FC58	SCO7128
Q93J64	SCO0980
Q9X8M3	SCO3366
Q9RK42	SCO0337
Q9RI55	SCO0191
Q9RDB9	SCO2832
Q9R339	SCO2736
Q9ACQ1	SCP1.267
Q9FCM0	SCO7794
Q9K4C4	SCO5387
Q9L1C5	SCO1557
Q9KZC2	SCO6967
Q9RIU9	SCO0957
Q9FC42	SCO7041
Q9RL24	SCO0293
O86709	SCO6527
Q9ADJ2	SCO7467
Q9FBP4	SCO5033
Q9ZBN3	SCO6176
Q8CK59	SCO0375
Q93J62	SCO0982
O86659	SCO6367
Q9RIZ1	SCO0174
Q9RIW6	SCO0148
Q9RD45	SCO0638
Q9S2S5	SCO2065
O88025	SCO6669
Q93J66	SCO0977
Q9RDC0	SCO2831
Q9RCX3	SCO0937
Q9F2K8	SCO3773
Q9X842	SCO6076
Q9X874	SCO3518
Q9F2K4	SCO3777
Q8CK36	SCO1201
Q9Z597	SCO6205
Q9L0E4	SCO4698
Q9KYE8	SCO4122
Q9EWF9	SCO4958
Q9EWY4	SCO1142
Q9S2A7	SCO1723
Q9S2K3	SCO2000
Q9S2X8	SCO2073
Q9KZ09	SCO2228
Q9EWL9	SCO7770
Q9XAN6	SCO6694
Q9L2K0	SCO0708
Q9S2D9	SCO0274
Q93IY3	SCO5102
Q9RKM8	SCO4099
Q9RL39	SCO0447
Q9X7N7	SCO6731
Q9AD74	SCO4939
Q9RL08	SCO0310
O69975	SCO5799
Q9KXT6	SCO4305
Q9X8W1	SCO3679
Q9S222	SCO1778
Q9S1P2	SCO0249
Q9KXK1	SCO2319
Q9ACW7	SCP1.184
Q9ZC20	SCO6493
Q9F2Z5	SCO4352
Q9K3X9	SCO1355
Q9L1L0	SCO5434
Q9RIV9	SCO0947
Q9S276	SCO1813
O86690	SCO6644
Q9RJW6	SCO0344
Q8CJX3	SCO3227
Q9L262	SCO2659
Q9RJ05	SCO0160
Q9RKS8	SCO6264
Q9XAG1	SCO5312
O86658	SCO6366
Q9S6T6	SCO3224
Q9RKL9	SCO4108
Q9L0H9	SCO4778
Q9S2F3	SCO2928
Q9AD37	SCP1.113
O50494	SCO5776
Q9X9W6	SCO1906
Q93IW0	SCO1310
Q9RI41	SCO0207
Q9ZBX0	SCO3962
Q9RIW8	SCO0145
Q9RK02	SCO0504
Q9RI47	SCO0199
Q8CJS4	SCO4940
Q9RKQ1	SCO2277
Q9X7X9	SCO6784
Q9RIT7	SCO0970
Q93IW8	SCO1302
Q9X8B6	SCO3436
Q9XA08	SCO3856
Q9ADN7	SCO4020
Q9L1Z4	SCO2641
Q9RI37	SCO0211
O69808	SCO6414
Q93RY3	SCO6289
Q9RIU2	SCO0965
Q9Z4Y1	SCO3250
O87851	SCO6596
Q9X8J4	SCO3415
Q9RK63	SCO0547
Q9L2F8	SCO2525
Q9KXW3	SCO4278
Q9RK19	SCO0487
Q9L0F9	SCO4683
Q9KXW1	SCO4280
Q9ADP3	SCO4013
Q9L165	SCO7450
Q9L226	SCO6806
Q9AK44	SCO4882
Q9RKD4	SCO3153
Q9L1H4	SCO2603
O50531	SCO5857
Q9F2Y0	SCO4367
Q9RDB3	SCO2838
Q9XA04	SCO3860
Q9ADH7	SCO6086
Q9RJE4	SCO0748
Q9XAC9	SCO1927
Q9EWU5	SCO0726
Q9EX22	SCO1018
Q9K496	SCO5226
Q9EWZ4	SCO1132
Q93J46	SCO3057
Q9KYH9	SCO2693
Q8CK50	SCO0641
Q9KZ54	SCO7077
Q93IU3	SCO5112
O50522	SCO5848
Q9RD06	SCO0905
Q9FC63	SCO7123
Q9EWX5	SCO1751
Q9L0V3	SCO3752
Q9K3X0	SCO4374
Q9XA61	SCO3816
Q9L160	SCO7455
Q9KYC6	SCO6904
Q9S1R2	SCO0229
Q9EWW7	SCO1759
O54098	SCO5900
Q8CJR1	SCO5520
Q93JF4	SCO5973
Q93RW6	SCO1860
Q8CJZ6	SCO2420
Q9K3Z8	SCO1335
Q9L1Z8	SCO2637
Q9L1K8	SCO5436
Q9S1R1	SCO0230
Q9S2U2	SCO2043
O69954	SCO6579
Q9AK86	SCO1376
O69956	SCO5780
Q9ZBJ7	SCO6477
Q9KXM5	SCO4332
Q9K4D8	SCO5367
Q9KXU7	SCO4294
Q9L2E3	SCO2476
Q9RIZ8	SCO0167
Q9RDP9	SCO2385
Q8CJP8	SCO6004
Q9ADB4	SCO5354
Q9KYW8	SCO3013
Q9RCU5	SCO0866
Q9RK03	SCO0503
O86744	SCO5655
Q9KY26	SCO2364
Q9L162	SCO7453
Q9X9W7	SCO1905
Q9KZJ3	SCO1152
Q9L1Y8	SCO2647
Q8CJK0	SCO7444
Q9RCY2	SCO0928
Q9RIV3	SCO0953
Q9L070	SCO2784
Q9ZBG1	SCO6452
Q9KZ52	SCO7080
Q9EWH3	SCO1657
Q9KY71	SCO4793
Q9S2H1	SCO2910
Q9AD86	SCO4909
Q9RK58	SCO0552
Q9X8M6	SCO3369
Q9RJ90	SCO0675
Q9Z4Z1	SCO3240
Q9S2M2	SCO2122
Q9L048	SCO2987
Q9XAM8	SCO6702
Q9KYZ5	SCO7534
Q9RDM0	SCO2566
Q9X883	SCO3291
Q9L2I1	SCO2502
Q9X831	SCO6064
Q9XAN7	SCO6693
Q9KZJ0	SCO1155
Q9L1H5	SCO2602
Q9ZBW5	SCO6553
Q9K3H8	SCO1262
Q9L0J9	SCO4666
Q9S241	SCO1711
Q9L031	SCO7024
Q9RJZ9	SCO1171
O69884	SCO5596
Q9EWQ7	SCO7670
Q9KY44	SCO2346
O86805	SCO4766
Q9AK02	SCO7726
Q9S2R3	SCO2173
Q9XAF0	SCO5301
Q9L1B9	SCO1563
O86768	SCO5629
Q93JH4	SCO0568
Q9K406	SCO1327
Q8CK45	SCO0790
Q9FBL5	SCO5143
O54170	SCO5941
Q93IV7	SCO1313
Q93S06	SCO6283
Q9S2Z0	SCO2025
Q9RIZ9	SCO0166
Q9K3V6	SCO4388
Q9KXI4	SCO2336
Q9Z4Z6	SCO3235
O86707	SCO6525
Q9RJH2	SCO0462
Q9X7X3	SCO6778
Q9WX19	SCO3315
O86618	SCO6349
O69917	SCO6385
Q9RI48	SCO0198
O54167	SCO5938
Q9K3F5	SCO1286
Q9RJ96	SCO0669
Q9KYX5	SCO3006
Q9X828	SCO6061
Q9KYR8	SCO5697
Q9L181	SCO7396
Q9L2F7	SCO2526
Q9KZH3	SCO6979
Q9X8D7	SCO3264
O86510	SCO5528
Q9X811	SCO2153
Q9X815	SCO2157
Q9X8F4	SCO3281
Q9RJP2	SCO0602
Q9XA59	SCO3818
Q9RDH5	SCO2752
Q9KYS8	SCO5687
Q9F3B9	SCO7556
Q9ZBG5	SCO6448
O86780	SCO4739
Q93JL6	SCO4978
Q9S1P1	SCO0250
Q9L182	SCO7395
Q9EWH4	SCO1656
Q9K494	SCO5229
O86578	SCO5483
Q9RDA6	SCO2845
Q9EWX6	SCO1750
Q9EWT5	SCO0736
Q9F2W2	SCO4599
Q9L0H3	SCO4784
Q9Z4Y4	SCO3247
Q9L1E4	SCO5461
O69822	SCO6428
Q9RKX3	SCO1414
Q7AKE7	SCO6312
O86711	SCO6529
Q93JK7	SCO4987
Q93RS2	SCO6323
Q9FC28	SCO7056
Q93J03	SCO7517
Q9ADN3	SCO4025
Q9FBN8	SCO5040
Q9K4B5	SCO5396
Q9XA03	SCO3861
Q9FBP2	SCO5035
Q9F3E9	SCO7608
Q9X7P5	SCO6739
Q9RI40	SCO0208
Q9FBR0	SCO5286
Q9ZBX4	SCO3958
Q9KXM1	SCO4336
Q8CJK3	SCO7347
Q9EWZ3	SCO1133
Q9KY25	SCO2365
Q93JF2	SCO5975
O50492	SCO5774
Q9K465	SCO7220
Q9K3S4	SCO3140
Q9RDN2	SCO2405
Q9ZBG7	SCO6446
O70003	SCO5827
Q9XAL5	SCO6715
Q9X9Z5	SCO1797
Q9K425	SCO1074
Q8CJZ5	SCO2462
Q9K3H1	SCO1269
Q9X9Y4	SCO1888
Q9RJC2	SCO0642
Q9KZ56	SCO7075
Q9K409	SCO1324
Q9L150	SCO7409
Q9X830	SCO6063
Q7AKF5	SCO5819
Q9FC54	SCO7132
Q9RKM1	SCO4106
Q9F3I1	SCO2800
Q9L071	SCO2783
O86587	SCO6222
Q9X846	SCO3385
Q9KYL8	SCO7369
Q9KZ71	SCO3077
Q9RKW4	SCO6212
Q9ZBW4	SCO6554
Q9S2U9	SCO2033
Q9Z545	SCO6127
Q9XAQ8	SCO4566
Q9RK20	SCO0486
Q9F3P8	SCO7639
Q9EWG3	SCO4962
Q93IV8	SCO1312
Q9F321	SCO3797
Q9K4L6	SCO7298
Q9S296	SCO1734
O86663	SCO6371
Q9X8T7	SCO3901
Q9ZBX2	SCO3960
Q9L0Z8	SCO1461
Q9L2C9	SCO2490
Q9ADM4	SCO4034
Q9L0M0	SCO4640
Q9EWH0	SCO4975
Q9L2G9	SCO2514
Q9FBT3	SCO7159
Q9XA83	SCO0842
Q9S200	SCO0126
Q9KYM3	SCO7364
Q9L1Z2	SCO2643
Q9L0R1	SCO4230
Q9L0Q5	SCO4236
Q9KZZ9	SCO4427
Q9KZW6	SCO4135
O87836	SCO6581
O69994	SCO5817
Q9RDN9	SCO2398
O69839	SCO6051
Q9S292	SCO1738
Q9X9Z7	SCO1795
Q9F3D8	SCO7619
Q9RCV1	SCO0860
Q9X942	SCO3589
Q9L0X3	SCO3731
Q9K3H4	SCO1266
Q8CK47	SCO0723
Q9L1V9	SCO6826
Q9EWT0	SCO0741
Q9Z530	SCO5711
Q9KYV2	SCO3193
Q9AK66	SCO4051
Q9RJE9	SCO0743
Q9S2J0	SCO2013
Q93J83	SCO2814
Q9L137	SCO7422
Q9L170	SCO7445
Q9S2C6	SCO0287
Q9RKY7	SCO1428
Q8CK41	SCO0974
Q9L109	SCO1450
Q9RDI2	SCO2745
Q9RDB8	SCO2833
Q7AKH5	SCO5082
Q93J21	SCO3986
Q9L0Y4	SCO1475
Q9FCK4	SCO5184
Q9KXV5	SCO4286
Q9ADG4	SCO6099
Q9AK98	SCO1364
Q9X8R5	SCO3648
Q9AK00	SCO7728
Q9S2Y3	SCO2032
O69834	SCO6046
Q9AK28	SCO4898
Q9KZD0	SCO6959
Q9RDK9	SCO2577
Q9K3S9	SCO3135
Q9WX12	SCO3322
Q9AJZ9	SCO7729
Q9L1V8	SCO6827
Q9KZB6	SCO6973
O50501	SCO6007
Q93JE3	SCO5984
Q9X922	SCO3557
Q9XAM9	SCO6701
Q9F371	SCO4417
Q9KZ10	SCO2227
Q9L075	SCO2778
Q9K441	SCO1058
Q8CJJ7	SCO7525
Q9F367	SCO4421
O69923	SCO6392
Q9RDD0	SCO2561
Q9KYS9	SCO5686
Q9RKJ0	SCO4096
Q9K4M2	SCO7292
Q9ZBZ1	SCO3939
O86524	SCO5543
Q9S280	SCO1809
Q9ACY2	SCP1.169
Q9RIT6	SCO0971
O50493	SCO5775
Q9KXT7	SCO4304
Q9KYS5	SCO5690
Q9KYZ2	SCO7537
Q9RK96	SCO0266
Q93JI1	SCO1981
Q9F392	SCO7583
Q9RJL4	SCO0521
Q9S2I6	SCO2017
Q9Z4X1	SCO3210
Q93J40	SCO3966
O54096	SCO5898
Q9RKS1	SCO2257
Q9XA40	SCO3573
Q9L0Q9	SCO4232
Q9RJV6	SCO0354
O54102	SCO5906
Q93RT8	SCO6303
Q9RK47	SCO0332
Q9EWJ3	SCO7591
Q9L2G4	SCO2519
Q9KY93	SCO5009
O86734	SCO5665
Q9EWF0	SCO4919
O86666	SCO6374
Q9EWT6	SCO0735
O69951	SCO6576
Q9K4L1	SCO7303
Q9ACP4	SCP1.274
Q7AKK9	SCO3941
Q7AKP8	SCO2085
Q9L2K4	SCO0700
Q9RJV4	SCO0356
O88020	SCO6664
Q9RJ62	SCO1639
Q9FCF1	SCO4219
Q9RD77	SCO0800
Q9L1C6	SCO1556
Q93JH0	SCO7702
Q9EX28	SCO1012
Q9KZI9	SCO1156
O86685	SCO6639
Q9S2F5	SCO2926
Q9K3W0	SCO4384
Q9L2A6	SCO5416
Q9RKT3	SCO6259
Q9RKK8	SCO4076
Q93RU6	SCO1880
Q7AKD1	SCO7341
Q8CJQ4	SCO5811
Q9F3C1	SCO7554
O50496	SCO5778
Q9RKZ2	SCO1434
O86622	SCO6353
Q9KY27	SCO2363
Q9F2X6	SCO4585
Q9KZF6	SCO6997
Q9RK34	SCO0682
Q9RKY4	SCO1425
Q9XAB0	SCO0815
Q9KZG8	SCO6984
Q9EWQ8	SCO7669
O50480	SCO5762
Q9XA35	SCO3578
Q9XAL9	SCO6711
Q9S253	SCO1699
Q9ZBK7	SCO6467
Q9F3E8	SCO7609
Q9RCZ3	SCO0917
Q8CJN0	SCO6434
Q93J07	SCO7512
Q9ADI1	SCO6082
Q9L2D3	SCO2486
O69859	SCO6029
Q9F2M5	SCO3756
Q7AKJ0	SCO4724
Q9F345	SCO5125
Q9RK87	SCO0522
Q9K3V9	SCO4385
Q9F3A9	SCO7566
Q9L0Z1	SCO1468
Q9KZ39	SCO7093
Q9XA29	SCO3835
Q9FBU9	SCO7142
Q9AJZ3	SCO7735
Q9RKI5	SCO3447
Q9FCA1	SCO1212
Q9L0X9	SCO3725
Q9L212	SCO6820
Q9KZC3	SCO6966
Q9S271	SCO1681
Q8CJW0	SCO3623
Q9KYP3	SCO4490
Q9KXI2	SCO2338
Q9L122	SCO7438
Q9ZBS6	SCO6162
Q93S09	SCO6280
Q9RJY1	SCO1189
Q9L0Z7	SCO1462
Q9Z593	SCO6209
Q9KZV3	SCO4148
Q7AKH9	SCO5076
Q9KYU9	SCO3196
Q9F2N6	SCO3114
Q9Z522	SCO1943
Q9S247	SCO1705
Q8CK17	SCO1802
Q9K454	SCO7231
Q9L0E6	SCO4696
Q9X7R7	SCO7283
Q9RK40	SCO0339
Q9RKA5	SCO3183
Q9FC86	SCO7100
Q9FBR5	SCO5280
Q9F3M5	SCO7663
Q9XAG2	SCO5313
O69812	SCO6418
Q9KZ14	SCO2223
Q9X7Y2	SCO6787
Q9AK33	SCO4893
Q9KZ48	SCO7084
Q9RI46	SCO0200
Q9FBU6	SCO7145
Q9L119	SCO7441
Q9XAA1	SCO0824
Q9KYZ0	SCO7539
Q9RJ63	SCO1638
Q9RL15	SCO0302
Q9KZE4	SCO7009
O88034	SCO6678
Q9FBX5	SCO7809
Q9F2W5	SCO4596
Q9FC02	SCO7180
Q9FCG3	SCO4206
Q9S2M1	SCO2123
Q9X8J9	SCO3420
Q9KZ76	SCO3072
Q9ADE0	SCO5067
Q9RIU6	SCO0960
Q9S270	SCO1682
Q9RCX0	SCO0940
Q9X838	SCO6072
Q9F2L8	SCO3763
Q9FBJ2	SCO5166
Q93RS1	SCO6324
Q9RL36	SCO0451
Q9KZH2	SCO6980
Q9EWP7	SCO7680
Q9FBQ3	SCO4267
Q9L1X8	SCO2657
Q9F341	SCO5129
Q9RL63	SCO0423
Q93J53	SCO3049
Q93JE7	SCO5980
Q9L0U0	SCO4504
Q9L205	SCO2628
Q9X9V5	SCO1917
Q9KZ21	SCO2216
Q8CJZ4	SCO2495
Q9F2K3	SCO3778
Q9RJP1	SCO0603
Q9F2L3	SCO3768
Q9L077	SCO2776
Q9XA54	SCO3824
Q9KY13	SCO7325
Q9RDJ4	SCO2731
Q9KYG5	SCO2707
Q9X8T5	SCO3899
Q9F2X9	SCO4368
Q8CK43	SCO0913
Q9RIY1	SCO0184
Q9RK59	SCO0551
Q8CK05	SCO2164
O86716	SCO6534
Q9RCX4	SCO0936
Q9RKP8	SCO2280
Q9K4J4	SCO7320
Q9RD20	SCO0890
Q9FC80	SCO7106
Q9KYR0	SCO5705
Q9X8H6	SCO3396
Q9L108	SCO1451
Q9X8Z6	SCO3714
Q9KYN1	SCO7354
Q9X8X3	SCO3691
Q8CJN7	SCO6219
Q9KZ42	SCO7090
Q9RI62	SCO0116
Q9S212	SCO1788
Q9WX01	SCO3333
Q9ZBN6	SCO6173
Q9L1Y4	SCO2651
Q9L0L5	SCO4645
Q9EWD7	SCO4870
O86730	SCO6548
Q9L104	SCO1455
Q8CJK5	SCO7291
Q9L0I7	SCO4770
Q9S2E4	SCO0256
O70004	SCO5828
Q9K3Z7	SCO1336
Q9EWW0	SCO4930
Q9XAR3	SCO4571
Q9XA97	SCO0828
Q8CK68	SCO0137
Q9XAL3	SCO6717
Q9RD91	SCO2860
Q9XAF1	SCO5302
Q9X8Y2	SCO3700
Q9ZBY5	SCO3947
Q9KZL7	SCO3027
Q9S233	SCO1767
Q9KYD3	SCO6897
Q9F3B2	SCO7563
O86606	SCO6337
Q9FBW7	SCO7818
Q9RDS6	SCO2241
Q9RKA1	SCO0261
Q9L028	SCO7027
Q93J45	SCO3058
O88070	SCO1613
Q9KZG4	SCO6988
Q9KYI8	SCO2684
Q9S295	SCO1735
Q9RI86	SCO0089
Q9RIV5	SCO0951
O86608	SCO6339
Q9ZBN0	SCO6179
Q9X8Q0	SCO3633
Q9ZBN9	SCO6170
Q9XAM7	SCO6703
Q9RDN0	SCO2407
Q9X7R5	SCO7285
Q9RJW3	SCO0347
Q9L0F8	SCO4684
Q9F2S8	SCO4461
Q8CJK1	SCO7405
Q9EWZ7	SCO1129
Q9L0P9	SCO4242
Q9L2C8	SCO2491
Q9RDD5	SCO2556
Q9KXP0	SCO1510
O50510	SCO5836
Q9RK27	SCO0689
Q9F3B4	SCO7561
Q9L1E9	SCO5456
Q9F320	SCO3798
Q9FCD9	SCO1228
Q9KXJ7	SCO2323
Q93RY1	SCO6291
Q9L0B3	SCO2433
O88073	SCO1616
Q93IU4	SCO5111
Q9RL19	SCO0298
Q9WX27	SCO3306
Q9L081	SCO2772
Q9L2C6	SCO2493
Q9RJQ0	SCO0590
Q93JE8	SCO5979
Q9X7T4	SCO7266
Q9FBN9	SCO5039
Q9EX54	SCO6273
Q9KXX0	SCO4271
Q9ADG9	SCO6094
Q9S1U8	SCO0044
Q9K459	SCO7226
Q9ZBY3	SCO3949
O86527	SCO5546
Q9EWU0	SCO0731
O50506	SCO6012
Q9XA81	SCO0844
Q9FBI5	SCO5174
Q9S238	SCO1762
Q9RK86	SCO0523
Q9FBJ3	SCO5165
Q93J26	SCO3981
Q9RJV0	SCO0360
Q93S13	SCO6276
O69869	SCO6039
Q9K4K5	SCO7309
Q9RDG5	SCO2763
Q9S2Q3	SCO2183
Q9KZG6	SCO6986
Q9EWD3	SCO4874
O88033	SCO6677
Q7AKN2	SCO2779
O86555	SCO6621
Q8CK60	SCO0342
Q8CJR8	SCO5289
Q9F2N8	SCO3112
Q9AK64	SCO4053
Q9XAK8	SCO3594
Q9Z588	SCO5491
Q9L1U5	SCO2949
O70008	SCO5832
Q93JE4	SCO5983
Q9X936	SCO3583
Q9RD95	SCO2856
Q8VLL1	SCP2.35
O54163	SCO5934
O54193	SCO5964
Q9S265	SCO1687
Q9X7N8	SCO6732
Q9ZBI8	SCO6486
Q93JL0	SCO4984
Q9Z538	SCO6134
Q9KZN8	SCO1394
Q9L2D5	SCO2484
Q9RJP3	SCO0601
Q9XAA7	SCO0818
Q9KYT9	SCO3207
Q9F2X3	SCO4588
Q9ADK6	SCO4954
Q9S1N9	SCO0252
Q9KZC1	SCO6968
Q9F2V1	SCO4610
Q9RDB7	SCO2834
Q9FBT2	SCO7160
Q9RJG2	SCO0472
Q9X8R1	SCO3644
Q8CJP5	SCO6054
O86704	SCO6522
Q93JK6	SCO4988
Q9KYB1	SCO6922
Q9EWM9	SCO7760
Q9KZI3	SCO1162
O86519	SCO5537
Q9L0K2	SCO4663
Q9Z552	SCO6120
Q9X8A3	SCO3527
Q9ADE6	SCO5061
Q9XAG4	SCO5323
Q9KZK4	SCO3041
Q9F2K1	SCO3780
Q9X8G0	SCO3336
Q9S1Q0	SCO0241
Q9X7Y4	SCO6789
Q8CJJ2	SCO7666
Q9L065	SCO2789
Q9ACR8	SCP1.250
Q9X7U1	SCO7258
O69865	SCO6035
Q9L195	SCO7380
Q9F3N2	SCO7655
Q9X8E2	SCO3269
Q9AD89	SCO1678
O86732	SCO6550
Q9L1F7	SCO5448
Q9EX14	SCO1112
Q9AJZ8	SCO7730
O86696	SCO6650
O69925	SCO6394
Q9F3A4	SCO7571
Q9EWI8	SCO7596
Q9S213	SCO1787
Q9F337	SCO5133
Q9X8L5	SCO3351
Q93J02	SCO7518
Q9EWF3	SCO4947
Q9ZBI7	SCO6487
Q9ZBK3	SCO6471
Q9FCF0	SCO4220
Q8CJN5	SCO6299
Q9L2F3	SCO2463
Q9KYJ1	SCO2681
Q9XA25	SCO3839
O88009	SCO6653
Q9K4E6	SCO5358
Q7AKH0	SCO5206
O86594	SCO6229
Q9KZA5	SCO4841
Q9RKY2	SCO1423
Q9L2A7	SCO5413
Q9EWP5	SCO7682
Q9RIZ7	SCO0168
Q9RK22	SCO0484
Q9F3P6	SCO7641
O54174	SCO5945
Q9ADN5	SCO4022
O69997	SCO5821
Q9S2K5	SCO1998
Q9XAR7	SCO4575
Q9F3B1	SCO7564
Q9KYS2	SCO5693
Q9ADB5	SCO5353
Q9FCH3	SCO4196
Q9X923	SCO3558
Q9EX17	SCO1109
Q9K3Q0	SCO1098
Q9L2A9	SCO5411
Q9Z5B8	SCO6184
Q9S2E8	SCO2936
Q9KZP4	SCO1388
Q93JG8	SCO7704
Q9RJH8	SCO0562
Q9AJZ2	SCO7736
Q9RD60	SCO0622
O54162	SCO5933
Q9ZBY6	SCO3946
Q7AKQ9	SCO1429
Q9X7W4	SCO6769
Q93IY5	SCO5100
Q9L144	SCO7415
Q9ZBX7	SCO3955
Q9X803	SCO2144
Q9X919	SCO3554
O86701	SCO6519
Q9X8G9	SCO3346
O69868	SCO6038
Q9L1G8	SCO2609
Q9RD69	SCO0808
Q9RJZ3	SCO1177
Q9XAD1	SCO1925
Q9KXS5	SCO4316
Q9L092	SCO2454
Q9X862	SCO3506
Q9FBK1	SCO5157
Q9X9Z4	SCO1798
Q9K4A5	SCO5214
Q9EX08	SCO1118
Q9RDR7	SCO2250
Q9KYU6	SCO3199
Q9Z573	SCO5506
Q9RCZ0	SCO0920
Q9KZW0	SCO4141
Q9RKI0	SCO3452
Q9S6U1	SCO3887
Q9L1Z1	SCO2644
Q9RKS0	SCO2258
Q9X804	SCO2145
Q9RKA7	SCO3181
Q8CK06	SCO2107
Q9XAA9	SCO0816
Q9RKG4	SCO3473
Q9X9Y6	SCO1886
Q9FBU8	SCO7143
Q9RI33	SCO0215
Q9F3Q0	SCO7637
Q9FCB6	SCO1251
Q9FC20	SCO7064
Q9KXN4	SCO4323
Q8CK49	SCO0680
Q9L187	SCO7388
Q8CJZ7	SCO2413
Q9F359	SCO2416
Q9KZ03	SCO7526
Q9L2E6	SCO2473
Q9RIY8	SCO0177
Q9ADH4	SCO6089
Q9X8T2	SCO3896
Q9L1N0	SCO6885
Q9AK67	SCO4050
Q9Z532	SCO5713
Q8CJL3	SCO7012
Q9RL61	SCO0425
Q7AKD8	SCO7011
Q9RDD2	SCO2559
Q9KYM0	SCO7367
Q9XAM3	SCO6707
Q9F3B7	SCO7558
Q9L1K9	SCO5435
Q9Z553	SCO6119
Q9RJ06	SCO0159
Q9K452	SCO7233
O54156	SCO5893
Q9RJR0	SCO0580
Q9XA67	SCO3810
O86550	SCO6616
Q9FC92	SCO1221
Q9XA39	SCO3574
Q9F378	SCO4410
Q9RK67	SCO0543
Q9EWF4	SCO4948
Q8CJZ9	SCO2310
Q7AKN1	SCO2933
Q9RKX6	SCO1417
Q7API6	
Q9F3H6	SCO2805
Q9ADE2	SCO5065
Q9RJY0	SCO1190
Q9AK29	SCO4897
Q9RKD0	SCO3157
Q9RJK1	SCO0387
Q9F2N9	SCO3111
Q9KZ08	SCO2229
Q9KZ51	SCO7081
Q9RCV4	SCO0857
Q9X8B0	SCO3534
Q9K490	SCO5233
Q8CJX7	SCO3092
O69811	SCO6417
Q9F3M8	SCO7659
Q9RCY4	SCO0926
Q93RZ9	SCO0571
Q9S2I4	SCO2019
Q9L2A5	SCO5417
Q9RJ57	SCO1651
Q9KZ35	SCO7097
Q9KY12	SCO7326
Q9FBL7	SCO5141
Q9ACV2	SCP1.201
Q9F3I5	SCO2796
Q9X7V4	SCO6759
Q9ZBG6	SCO6447
Q9FCD0	SCO1237
Q9RIV8	SCO0948
Q9RD01	SCO0910
Q9K4K8	SCO7306
Q9FBZ8	SCO7184
Q9S1V3	SCO0039
Q9F2L6	SCO3765
Q9ADN8	SCO4019
Q93RV8	SCO1868
Q9XAJ9	SCO3603
Q9F3D2	SCO7625
Q9FCK6	SCO5182
Q9RDH3	SCO2754
Q9RKF5	SCO3482
Q7AKD4	SCO7334
Q9RKG9	SCO3463
Q9L191	SCO7384
Q9L1J3	SCO2723
Q9S2P9	SCO2187
Q8CJY0	SCO2999
