Reaction ID,Reaction name,kegg.reaction,biocyc,kegg.pathway,kegg.subsystem,biocyc.subsystem1,biocyc.subsystem2,subsystem,curated pathway,curated subsystem
DHFR,dihydrofolate reductase,R00939,,"One carbon pool by folate, Folate biosynthesis",Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Folate biosynthesis,Metabolism of cofactors and vitamins
DHFS,dihydrofolate synthase,R02237,DIHYDROFOLATESYNTH-RXN,Folate biosynthesis,Metabolism of cofactors and vitamins,Folate-Biosynthesis,Vitamin-Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,Folate biosynthesis,Metabolism of cofactors and vitamins
DHICONF,(-)-dehydrodiconiferyl aldehyde dehydrogenase,,RXN-15819,,,,,,Aromatic compound degradation,Xenobiotics biodegradation and metabolism
DHNAI,"1,4-dihydroxynaphthoate isomerization (hypothetical reaction)",,,,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DHNANT4,"1,4-dihydroxy-2-naphthoate nonaprenyltransferase",,,,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DHNAOT9,"1,4-dihydroxy-2-naphthoate prenyltransferase",R05617,,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DHNAS,"1,4-dihydroxy-6-naphthoate synthase",,,,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DHNPA2r,dihydroneopterin aldolase reversible,R03504,RXN-10857,Folate biosynthesis,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Folate biosynthesis,Metabolism of cofactors and vitamins
DHNPTE,Dihydroneopterin epimerase,,,,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DHORD4,(S)-dihydroorotate:quinone oxidoreductase,R01868,,Pyrimidine metabolism,Nucleotide metabolism,,,Purine and pyrimidine biosynthesis,Pyrimidine metabolism,Nucleotide metabolism
DHORD5,dihydroorotic acid (menaquinone-9),,,,Nucleotide metabolism,,,Purine and pyrimidine biosynthesis,Pyrimidine metabolism,Nucleotide metabolism
DHORTS,dihydroorotase,R01993,DIHYDROOROT-RXN,Pyrimidine metabolism,Nucleotide metabolism,UMP-Biosynthesis,Pyrimid-Ribonucleot-De-Novo-Biosyn,Purine and pyrimidine biosynthesis,Pyrimidine metabolism,Nucleotide metabolism
DHPD,"dihydropyrimidase;5,6-dihydrouracil dihydropyrimidinase;dihydrouracil hydrolase;dihydrouracil amidohydrolase",R02269,DIHYDROPYRIMIDINASE-RXN,"beta-Alanine metabolism, Pyrimidine metabolism, Pantothenate and CoA biosynthesis","Nucleotide metabolism, Metabolism of other amino acids, Metabolism of cofactors and vitamins",,,,beta-Alanine metabolism,Metabolism of other amino acids
DHPPDA2,diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),R03459,,Riboflavin metabolism,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Riboflavin metabolism,Metabolism of cofactors and vitamins
DHPS,Dihydropteroate synthase,R03066,,Folate biosynthesis,Metabolism of cofactors and vitamins,,,Folate metabolism,Folate biosynthesis,Metabolism of cofactors and vitamins
DHPS2,dihydropteroate synthase,R03067,H2PTEROATESYNTH-RXN,Folate biosynthesis,Metabolism of cofactors and vitamins,Folate-Biosynthesis,Vitamin-Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,Folate biosynthesis,Metabolism of cofactors and vitamins
DHQS,3-dehydroquinate synthase,R03083,3-DEHYDROQUINATE-SYNTHASE-RXN,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino acid metabolism,,,"Tyrosine, Tryptophan, and Phenylalanine metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino acid metabolism
DHQTi,"3-dehydroquinate dehydratase, irreversible",R03084,3-DEHYDROQUINATE-DEHYDRATASE-RXN,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino acid metabolism,"Quinate-Degradation, Chorismate-Biosynthesis, AROMATIC-COMPOUNDS-BIOSYN","Biosynthesis, AROMATIC-COMPOUNDS-DEGRADATION, AROMATIC-COMPOUNDS-BIOSYN","Tyrosine, Tryptophan, and Phenylalanine metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino acid metabolism
DHYDTHYM,dihydrothymine hydrolase;dihydrothymine amidohydrolase;dihydrothyminidase,R03055,RXN-11211,Pyrimidine metabolism,Nucleotide metabolism,,,,Pyrimidine metabolism,Nucleotide metabolism
DIFRNLY,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(E)-beta-farnesene-forming]",R08695,,Sesquiterpenoid and triterpenoid biosynthesis,Metabolism of terpenoids and polyketides,,,Sesquiterpenoid and triterpenoid biosynthesis,Sesquiterpenoid and triterpenoid biosynthesis,Metabolism of terpenoids and polyketides
DIOP5OR,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase",R00264,,"Ascorbate and aldarate metabolism, Pentose and glucuronate interconversions",Carbohydrate metabolism,,,Alternate Carbon metabolism,Ascorbate and aldarate metabolism,Carbohydrate metabolism
DMATT,dimethylallyltranstransferase,R01658,GPPSYN-RXN,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,"Polyprenyl-Biosynthesis, Linalool-Biosynthesis, Antibiotic-Biosynthesis, SESTERTERPENOID-BIOSYNTHESIS, MONOTERPENOID-SYN, All-Trans-Farnesyl-PP-Biosynthesis, HORMONE-SYN, Energy-Metabolism","Polyprenyl-Biosynthesis, Cofactor-Biosynthesis, Biosynthesis, Terpenoid-Biosynthesis, Pathways, SECONDARY-METABOLITE-BIOSYNTHESIS, MONOTERPENOID-SYN",Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
DMBZIDS,"5,6-dimethylbenzimidazole synthase",,,,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Porphyrin and chlorophyll metabolism,Metabolism of cofactors and vitamins
DMETMO,dimethylaniline monooxygenase,R03344,1.14.13.8-RXN,,,,,,,Xenobiotics biodegradation and metabolism
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),R08210,,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides
DMT,S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase,R04858,DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN,Cysteine and methionine metabolism,Amino acid metabolism,,,Cysteine metabolism,Cysteine and methionine metabolism,Amino acid metabolism
DNADDP,Deaminido NAD diphosphatase,R03004,,Nicotinate and nicotinamide metabolism,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Nicotinate and nicotinamide metabolism,Metabolism of cofactors and vitamins
DNMPPA,ATP-dependent DNA helicase,R04621,DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN,Folate biosynthesis,Metabolism of cofactors and vitamins,6-HM-Dihydropterin-PP-Biosynthesis,Folate-Biosynthesis,Folate metabolism,Folate biosynthesis,Metabolism of cofactors and vitamins
DNTPPA_1,ATP-dependent DNA helicase,R04638,H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN,Folate biosynthesis,Metabolism of cofactors and vitamins,,,Folate metabolism,Folate biosynthesis,Metabolism of cofactors and vitamins
DORNO,D-Ornithine:oxygen oxidoreductase (deaminating),R02457,R02457,rn00472,,,,,D-Arginine and D-ornithine metabolism,Metabolism of other amino acids
DPCOAK,dephospho-CoA kinase,R00130,DEPHOSPHOCOAKIN-RXN,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins
DPCOX,diapolycopene oxygenase ,R09671,RXN-12223,Carotenoid biosynthesis,Metabolism of terpenoids and polyketides,C30-Carotenoids-Biosynthesis,CAROTENOID-SYN,,Carotenoid biosynthesis,Metabolism of terpenoids and polyketides
DPMSYN,dolichyl-phosphate mannose synthase;dolichol phosphate mannose synthase,R01009,2.4.1.83-RXN,N-Glycan biosynthesis,Glycan biosynthesis and metabolism,,,,N-Glycan biosynthesis,Glycan biosynthesis and metabolism
DPR,2-dehydropantoate 2-reductase,R02472,2-DEHYDROPANTOATE-REDUCT-RXN,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins,Pantothenate-Biosynthesis,Vitamin-Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,Pantothenate and CoA biosynthesis,Metabolism of cofactors and vitamins
DPROLORED,D-Proline:oxygen oxidoreductase,R02894,R02894,rn00330,,,,,Arginine and proline metabolism,Amino acid metabolism
DRBK,Deoxyribokinase,R02750,RXN-14223,Pentose phosphate pathway,Carbohydrate metabolism,,,Alternate Carbon metabolism,Pentose phosphate pathway,Carbohydrate metabolism
DRIB2FUR,decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase,,RXN-11080,,,,,,Alternate Carbon metabolism,Carbohydrate metabolism
DRIBPA,D-ribulose-phosphate aldolase,,DARABALDOL-RXN,,,D-Arabinose-Degradation,Sugars-And-Polysaccharides-Degradation,,Alternate Carbon metabolism,Carbohydrate metabolism
DRPA,deoxyribose-phosphate aldolase,R01066,DEOXYRIBOSE-P-ALD-RXN,Pentose phosphate pathway,Carbohydrate metabolism,,,Alternate Carbon metabolism,Pentose phosphate pathway,Carbohydrate metabolism
DTARTD,D(-)-tartrate dehydratase,R00340,D--TARTRATE-DEHYDRATASE-RXN,,Carbohydrate metabolism,,,Alternate Carbon metabolism,Alternate Carbon metabolism,Carbohydrate metabolism
DTDP26DGR,"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose reductase",,RXN-12943,,,,,,Amino sugar and nucleotide sugar metabolism,Carbohydrate metabolism
DTDPG4E,UDP-glucose 4-epimerase,R02984,,,Biosynthesis of other secondary metabolites,,,Streptomycin biosynthesis,Amino sugar and nucleotide sugar metabolism,Carbohydrate metabolism
DTMPK,dTMP kinase,R02094,DTMPKI-RXN,Pyrimidine metabolism,Nucleotide metabolism,,,Nucleotide Salvage Pathway,Pyrimidine metabolism,Nucleotide metabolism
DURIK1,deoxyuridine kinase (ATP:Deoxyuridine),R02099,DURIDKI-RXN,Pyrimidine metabolism,Nucleotide metabolism,Pyrimidine-Nucleotide-Salvage,PYR-NUC-SYN,Nucleotide Salvage Pathway,Pyrimidine metabolism,Nucleotide metabolism
DURIPP,deoxyuridine phosphorylase,R02484,URA-PHOSPH-RXN,Pyrimidine metabolism,Nucleotide metabolism,,,Nucleotide Salvage Pathway,Pyrimidine metabolism,Nucleotide metabolism
DUTPDP,dUTP diphosphatase,R02100,DUTP-PYROP-RXN,Pyrimidine metabolism,Nucleotide metabolism,"Metabolic-Clusters, Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Deoxyribonucleotide-Biosynthesis, Pathways",Nucleotide Salvage Pathway,Pyrimidine metabolism,Nucleotide metabolism
DX5PGLYCPL,phosphoketolase,R01621,,"Carbon fixation in photosynthetic organisms, Pentose phosphate pathway",Carbohydrate metabolism,,,Pentose phosphate pathway,Pentose phosphate pathway,Carbohydrate metabolism
DXFUTOR,Dehypoxanthine futalosine:S-adenosyl-L-methionine oxidoreductase,,,,,,,Quinol and Quinone biosynthesis,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of cofactors and vitamins
DXPRIi,1-deoxy-D-xylulose reductoisomerase,R05688,DXPREDISOM-RXN,Terpenoid backbone biosynthesis,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,,Metabolism of cofactors and vitamins
DXPS,1-deoxy-D-xylulose 5-phosphate synthase,R05636,DXS-RXN,"Terpenoid backbone biosynthesis, Thiamine metabolism","Metabolism of cofactors and vitamins, Metabolism of terpenoids and polyketides","MEP-Pathways, Vitamin-B6-Biosynthesis, Thiazole-Biosynthesis","Vitamin-Biosynthesis, Isopentenyl-Diphosphate-Biosynthesis, Thiamine-Biosynthesis",Cofactor and Prosthetic Group Biosynthesis,,Metabolism of cofactors and vitamins
DXYLDH,D-xylonate dehydratase,R02429,XYLONATE-DEHYDRATASE-RXN,Pentose and glucuronate interconversions,Carbohydrate metabolism,,,,Pentose and glucuronate interconversions,Carbohydrate metabolism
DXYLK,1-Deoxy-D-xylulose kinase,,META:RXN0-382,,Metabolism of terpenoids and polyketides,,,Cofactor and Prosthetic Group Biosynthesis,,Metabolism of cofactors and vitamins
E4PD,Erythrose 4-phosphate dehydrogenase,R01825,ERYTH4PDEHYDROG-RXN,Vitamin B6 metabolism,Metabolism of cofactors and vitamins,,,Cofactor and Prosthetic Group Biosynthesis,Vitamin B6 metabolism,Metabolism of cofactors and vitamins
EAR100x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),R04961,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR100y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),R04962,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR110x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C11:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR110y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C11:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR120x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),R04724,META:RXN-9661,Fatty acid biosynthesis,Lipid metabolism,Palmitate-Biosynthesis,Fatty-acid-biosynthesis,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR120y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0),R04725,META:RXN-9534,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR121x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR121y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR130x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C13:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR130y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C13:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR140x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),R04966,META:RXN-9662,Fatty acid biosynthesis,Lipid metabolism,Palmitate-Biosynthesis,Fatty-acid-biosynthesis,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR140y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0),R04967,META:RXN-9538,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR141x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR141y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR150x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C15:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR150y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C15:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR160x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),R04969,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR160y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0),R04970,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR161x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR161y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR170x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C17:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR170y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C17:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR180x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),R07765,,"Fatty acid biosynthesis, Biosynthesis of unsaturated fatty acids",Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR180y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR181x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR181y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR40x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),R04429,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR40y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0),R04430,,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR50x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C5:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR50y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C5:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR60x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),R04955,META:RXN-9658,Fatty acid biosynthesis,Lipid metabolism,Palmitate-Biosynthesis,Fatty-acid-biosynthesis,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR60y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0),R04956,META:RXN-9521,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR70x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C7:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR70y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C7:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR80x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),R04958,META:RXN-9659,Fatty acid biosynthesis,Lipid metabolism,Palmitate-Biosynthesis,Fatty-acid-biosynthesis,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR80y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0),R04959,META:RXN-9526,Fatty acid biosynthesis,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR90x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C9:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EAR90y,enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C9:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EARai110x,enoyl-[acyl-carrier-protein] reductase (NADH) (ante-iso-C11:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EARai110y,enoyl-[acyl-carrier-protein] reductase (NADPH) (ante-iso-C11:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
EARai130x,enoyl-[acyl-carrier-protein] reductase (NADH) (ante-iso-C13:0),,,,Lipid metabolism,,,Cell Envelope Biosynthesis,Fatty acid biosynthesis,Lipid metabolism
