Column1;Reaction ID;Reaction name;kegg.reaction;biocyc;kegg.pathway;kegg.subsystem;subsystem;curated pathway;curated subsystem
881;ECOAH12;3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA);R04224;METHYLACYLYLCOA-HYDROXY-RXN;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
882;ECOAH2;3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA);R04749;RXN-12567;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
883;ECOAH3;3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA);R04746;RXN-14276;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
884;ECOAH4;3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA);R04744;RXN-13616;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
885;ECOAH5;3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA);R04170;;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
886;ECOAH6;3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA);R04740;RXN-14273;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
887;ECOAH7;3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA);R04738;RXN-14272;['Fatty acid elongation', 'Fatty acid degradation'];Lipid metabolism;Membrane Lipid metabolism;;
888;ECOAH8;3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA);R07760;;Biosynthesis of unsaturated fatty acids;Lipid metabolism;Membrane Lipid metabolism;;
889;ECOAH9ir;2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA);R04204;TIGLYLCOA-HYDROXY-RXN;Valine, leucine and isoleucine degradation;Amino acid metabolism;Valine, leucine and isoleucine metabolism;;
890;ECTH;Ectoine hydroxylase;;;;Amino acid metabolism;Glycine, serine and threonine metabolism;;
891;ECTS;L-ectoine synthase;R06979;;Glycine, serine and threonine metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism;;
892;EDA;2-dehydro-3-deoxy-phosphogluconate aldolase;R05605;KDPGALDOL-RXN;Pentose phosphate pathway;Carbohydrate metabolism;Pentose phosphate pathway;;
893;EGMEACPR;Enoylglutaryl-[ACP] methyl ester reductase;R10118;;Biotin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
894;EHGLAT;L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase;R05052;4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN;Arginine and proline metabolism;Amino acid metabolism;Arginine and Proline metabolism;;
895;EIZOO;(+)-epi-isozizaene,NADPH:oxygen oxidoreductase (5-hydroxylating);R10072;RXN-13194;;;;;
896;EMCCCM;(2R)-ethylmalonyl-CoA CoA-carbonylmutase;R09292;;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;;
897;EME;ethylmalonyl-CoA epimerase;R09979;;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism;;
898;EN6LNOR;enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase;R07618;;['Glycolysis / Gluconeogenesis', 'Propanoate metabolism', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Valine, leucine and isoleucine degradation'];['Carbohydrate metabolism', 'Amino acid metabolism'];Glycolysis/Gluconeogenesis;;
899;ENO;enolase;R00658;2PGADEHYDRAT-RXN;['Glycolysis / Gluconeogenesis', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Glycolysis/Gluconeogenesis;;
900;EPIZSYN;(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-epi-isozizaene-forming];R07830;;Sesquiterpenoid and triterpenoid biosynthesis;Metabolism of terpenoids and polyketides;Albaflavenol biosynthesis;;
901;EPMEACPR;Enoylpimeloyl-[ACP] methyl ester reductase;R10122;;Biotin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
902;EPMGH;epimelibiose galactohydrolase;R01329;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
903;ERTHMMOR;(2R,3S)-3-methylmalate:NAD+ oxidoreductase;R00994;;['C5-Branched dibasic acid metabolism', 'Valine, leucine and isoleucine biosynthesis'];['Carbohydrate metabolism', 'Amino acid metabolism'];Valine, leucine and isoleucine metabolism;;
904;ETHAAL;Ethanolamine ammonia-lyase;R00749;;Glycerophospholipid metabolism;Lipid metabolism;Cell Envelope Biosynthesis;;
905;FACOAE100;fatty-acid-CoA thioesterase (decanoate);;RXN-9628;;Lipid metabolism;Cell Envelope Biosynthesis;;
906;FACOAE120;fatty-acid-CoA thioesterase (dodecanoate);;RXN-9627;;Lipid metabolism;Cell Envelope Biosynthesis;;
907;FACOAE140;fatty-acid-CoA thioesterase (tetradecanoate);;RXN-9626;;Lipid metabolism;Cell Envelope Biosynthesis;;
908;FACOAE141;fatty-acid-CoA thioesterase (tetradecenoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
909;FACOAE160;fatty-acid-CoA thioesterase (hexadecanoate);R01274;PALMITOYL-COA-HYDROLASE-RXN;['Biosynthesis of unsaturated fatty acids', 'Fatty acid elongation'];Lipid metabolism;Cell Envelope Biosynthesis;;
910;FACOAE161;fatty-acid-CoA thioesterase (hexadecenoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
911;FACOAE180;fatty-acid-CoA thioesterase (octadecanoate);R08174;RXN-9624;Biosynthesis of unsaturated fatty acids;Lipid metabolism;Cell Envelope Biosynthesis;;
912;FACOAE181;fatty-acid-CoA thioesterase (octadecenoate);R08176;;Biosynthesis of unsaturated fatty acids;Lipid metabolism;Cell Envelope Biosynthesis;;
913;FACOAE60;fatty-acid-CoA thioesterase (hexanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
914;FACOAE80;fatty-acid-CoA thioesterase (octanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
915;FACOAL100;fatty-acid-CoA ligase (decanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
916;FACOAL120;fatty-acid-CoA ligase (dodecanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
917;FACOAL140;fatty-acid-CoA ligase (tetradecanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
918;FACOAL141;fatty-acid-CoA ligase (tetradecenoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
919;FACOAL160;fatty-acid-CoA ligase (hexadecanoate);R01280;RXN-9623;['Fatty acid biosynthesis', 'Fatty acid degradation'];Lipid metabolism;Cell Envelope Biosynthesis;;
920;FACOAL161;fatty-acid-CoA ligase (hexadecenoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
921;FACOAL180;fatty-acid-CoA ligase (octadecanoate);;RXN-16380;;Lipid metabolism;Cell Envelope Biosynthesis;;
922;FACOAL181;fatty-acid-CoA ligase (octadecenoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
923;FACOAL60;fatty-acid-CoA ligase (hexanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
924;FACOAL80;fatty-acid-CoA ligase (octanoate);;;;Lipid metabolism;Cell Envelope Biosynthesis;;
925;FADRx2;FAD reductase;R09520;RXN-13750;Riboflavin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
926;FALDH2;"S-hydroxymethyl-glutathione dehydrogenase;NAD- and glutathione-dependent formaldehyde dehydrogenase;hydroxymethylglutathione dehydrogenase (NADH)";R06983;RXN-2962;;;;;
927;FALDH3;"S-hydroxymethyl-glutathione dehydrogenase;NAD- and glutathione-dependent formaldehyde dehydrogenase;hydroxymethylglutathione dehydrogenase (NADPH)";R07140;RXN-2962_NADPH;;;;;
928;FALGTHLs;S-(hydroxymethyl)glutathione synthase (spontaneous);R06982;RXN-2961;;;;;
929;FANH;N-Formylanthranilate amidohydrolase;R00988;;Tryptophan metabolism;Amino acid metabolism;Tyrosine, Tryptophan, and Phenylalanine metabolism;;
930;FARNDPPS;E,Z-farnesyl diphosphate synthase;R08528;2.5.1.68-RXN;;;;;
931;FBA;fructose-bisphosphate aldolase;R01068;;['Carbon fixation in photosynthetic organisms', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Glycolysis/Gluconeogenesis;;
932;FBA2;D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase;R02568;RXN-8631;Fructose and mannose metabolism;Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
933;FBA3;Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase;R01829;SEDOBISALDOL-RXN;Carbon fixation in photosynthetic organisms;Carbohydrate metabolism;Pentose phosphate pathway;;
934;FBA4;L-xylulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming);R01785;R01785;rn00040;;;;
935;FBA_1;beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming);R01070;F16ALDOLASE-RXN;['Glycolysis / Gluconeogenesis', 'Fructose and mannose metabolism', 'Pentose phosphate pathway'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
936;FBP;fructose-bisphosphatase;R00762;;['Carbon fixation in photosynthetic organisms', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Glycolysis/Gluconeogenesis;;
937;FCLPA;"L-fuculose-phosphate aldolase;fuculose-1-phosphate aldolase";R02262;FUCPALDOL-RXN;;;;;
938;FCLT;Ferrochelatase;R00310;PROTOHEMEFERROCHELAT-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
939;FDH;formate dehydrogenase;R00519;1.2.1.2-RXN;['Glyoxylate and dicarboxylate metabolism', 'Methane metabolism'];['Carbohydrate metabolism', 'Energy metabolism'];Alternate Carbon metabolism;;
940;FE3Ri;Fe(III) reduction;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
941;FENTON;Fenton reaction;;RXN-12540;;;;;
942;FEOXAMBR1;ferrioxamine B reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
943;FEOXAMBR2;ferrioxamine B reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
944;FEOXAMBR3;ferrioxamine B reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
945;FEOXAMBexs;desferrioxamine B Fe-loading reaction (spontaneaous);;;;Transport;Inorganic Ion Transport and metabolism;;
946;FEOXAMER1;ferrioxamine E reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
947;FEOXAMER2;ferrioxamine E reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
948;FEOXAMER3;ferrioxamine E reductase;;;;Transport;Inorganic Ion Transport and metabolism;;
949;FEOXAMEexs;desferrioxamine E Fe-loading reaction (spontaneaous);;;;Transport;Inorganic Ion Transport and metabolism;;
950;FERO;ferroxidase;;RXN0-1483;;Transport;Inorganic Ion Transport and metabolism;;
951;FEROXCYC;desferrioxamine cyclase;;RXN-10998;;;;;
952;FEROXG1S;desferrioxamine G1 synthetase;;RXN-10997;;;;;
953;FESD1s;iron-sulfur cluster damage (peroxide, spontaneous);;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
954;FESD2s;iron-sulfur cluster damage (nitrous oxide, spontaneous);;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
955;FESR;iron-sulfur cluster repair;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
956;FGLU;formimidoylglutamase;R02285;FORMIMINOGLUTAMASE-RXN;Histidine metabolism;Amino acid metabolism;Histidine metabolism;;
957;FHL;formate hydrogenlyase complex;;FHLMULTI-RXN;;;;;
958;FKYNH;N-Formyl-L-kynurenine amidohydrolase;R01959;ARYLFORMAMIDASE-RXN;['Tryptophan metabolism', 'Glyoxylate and dicarboxylate metabolism'];['Carbohydrate metabolism', 'Amino acid metabolism'];Tyrosine, Tryptophan, and Phenylalanine metabolism;;
959;FLAVMO;flaviolin monooxygenase;;RXN-15585;;;;;
960;FLVR;flavin reductase;R05707;RXN-12445;Riboflavin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
961;FMETTRS;Methionyl-tRNA formyltransferase;R03940;;['One carbon pool by folate', 'Aminoacyl-tRNA biosynthesis'];['Other', 'Metabolism of cofactors and vitamins'];tRNA Charging;;
962;FMNAT;FMN adenylyltransferase;R00161;FADSYN-RXN;Riboflavin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
963;FMNRx;FMN reductase;R05705;RXN-9510;['Riboflavin metabolism', 'Biosynthesis of type II polyketide products'];['Metabolism of terpenoids and polyketides', 'Metabolism of cofactors and vitamins'];Cofactor and Prosthetic Group Biosynthesis;;
964;FMNRx2;FMN reductase;R05706;RXN-12444;Riboflavin metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
965;FNOR;putative ferredoxin/ferredoxin-NADP reductase;R01195;;;Energy metabolism;FERI metabolism;;
966;FORAMD;formamidase;R00524;;['Cyanoamino acid metabolism', 'Nitrogen metabolism', 'Glyoxylate and dicarboxylate metabolism'];['Metabolism of other amino acids', 'Carbohydrate metabolism', 'Energy metabolism'];Histidine metabolism;;
967;FORCT;Formyl-CoA Transferase;R07290;RXN0-1382;;Carbohydrate metabolism;Alternate Carbon metabolism;;
968;FORGLUIH;formiminoglutamate deiminase;R02286;FORMIMINOGLUTAMATE-DEIMINASE-RXN;;;;;
969;FORHOPS;formyl hopane synthase;;RXN-13530;;;;;
970;FRD3;fumarate reductase(2-demthylmenaquinone-9);;;;;;;
971;FRD8;fumarate reductase (menaquione-9);;;;Energy metabolism;Oxidative phosphorylation;;
972;FRNDIT;farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase;R00702;;['Steroid biosynthesis', 'Sesquiterpenoid and triterpenoid biosynthesis', 'Carotenoid biosynthesis'];Metabolism of terpenoids and polyketides;Sesquiterpenoid and triterpenoid biosynthesis;;
973;FRTT;farnesyltranstransferase;R02061;FARNESYLTRANSTRANSFERASE-RXN;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides;Cofactor and Prosthetic Group Biosynthesis;;
974;FRU6PE4P;"D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate acetyl-phosphate-forming);fructose-6-phosphate phosphoketolase;D-fructose 6-phosphate phosphoketolase";R00761;FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN;;;;;
975;FRUISOs;fructose isomerase (spontaneous);;RXN-14515;;;;;
976;FRUK;fructose-1-phosphate kinase;;;;Carbohydrate metabolism;Alternate Carbon metabolism;;
977;FTHFCL_1;5-Formyltetrahydrofolate cyclo-ligase;R02301;;;;;;
978;FTHFD;formyltetrahydrofolate deformylase;R00944;;['One carbon pool by folate', 'Glyoxylate and dicarboxylate metabolism'];['Carbohydrate metabolism', 'Metabolism of cofactors and vitamins'];Folate metabolism;;
979;FUM;fumarase;R01082;FUMHYDR-RXN;['Carbon fixation pathways in prokaryotes', 'Citrate cycle (TCA cycle)', 'Pyruvate metabolism'];Carbohydrate metabolism;Citric Acid Cycle;;
980;FUMAC;fumarylacetoacetase;R01364;FUMARYLACETOACETASE-RXN;['Tyrosine metabolism', 'Styrene degradation'];['Xenobiotics biodegradation and metabolism', 'Amino acid metabolism'];Tyrosine, Tryptophan, and Phenylalanine metabolism;;
981;FUMAH;3-fumarylpyruvate hydrolase;R01085;RXN-10445;;;;;
982;FUTH;futalosine hydrolase;R08587;RXN-9780;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
983;G1Dx;glucose 1-dehydrogenase;R00300;;;Carbohydrate metabolism;Pentose phosphate pathway;;
984;G1PACT;glucosamine-1-phosphate N-acetyltransferase;R05332;META:2.3.1.157-RXN;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
985;G1PCTYT;glucose-1-phosphate cytidylyltransferase;R00956;2.7.7.33-RXN;['Amino sugar and nucleotide sugar metabolism', 'Starch and sucrose metabolism'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
986;G1PTT;glucose-1-phosphate cytidylyltransferase;R02328;DTDPGLUCOSEPP-RXN;['Acarbose and validamycin biosynthesis', 'Polyketide sugar unit biosynthesis', 'Streptomycin biosynthesis'];['Metabolism of terpenoids and polyketides', 'Biosynthesis of other secondary metabolites'];Streptomycin biosynthesis;;
987;G1SAT;glutamate-1-semialdehyde aminotransferase;R02272;GSAAMINOTRANS-RXN;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
988;G3PCT;glycerol-3-phosphate cytidylyltransferase;R00856;2.7.7.39-RXN;Glycerophospholipid metabolism;Lipid metabolism;Cell Envelope Biosynthesis;;
989;G3PD;Glycerol-3-phosphate dehydrogenase;R00848;;Glycerophospholipid metabolism;Lipid metabolism;Glycerophospholipid metabolism;;
990;G3PD2;glycerol-3-phosphate dehydrogenase (NADP);R00844;GLYC3PDEHYDROGBIOSYN-RXN;Glycerophospholipid metabolism;Lipid metabolism;Alternate Carbon metabolism;;
991;G3PD5;Glycerol-3-phosphate dehydrogenase;R08657;;;Lipid metabolism;Glycerophospholipid metabolism;;
992;G3PD6;glycerol-3-phosphate dehydrogenase (menaquinone-9);;;;Energy metabolism;Oxidative phosphorylation;;
993;G3PD7;glycerol-3-phosphate 9demethylmenaquinone-9);;;;;;;
994;G5SADs;L-glutamate 5-semialdehyde dehydratase (spontaneous);R03314;META:SPONTPRO-RXN;['Arginine and proline metabolism', 'Carbapenem biosynthesis'];['Biosynthesis of other secondary metabolites', 'Amino acid metabolism'];Arginine and Proline metabolism;;
995;G5SAT;Glutamate-1-semialdehyde 2,1-aminomutase;;;;Metabolism of cofactors and vitamins;Cofactor and Prosthetic Group Biosynthesis;;
996;G5SD;glutamate-5-semialdehyde dehydrogenase;R03313;GLUTSEMIALDEHYDROG-RXN;['Arginine and proline metabolism', 'Carbapenem biosynthesis'];['Biosynthesis of other secondary metabolites', 'Amino acid metabolism'];Arginine and Proline metabolism;;
997;G6PBDH;beta-D-glucose-6-phosphate:NADP+ 1-oxoreductase;R02736;GLU6PDEHYDROG-RXN;['Glutathione metabolism', 'Pentose phosphate pathway'];['Metabolism of other amino acids', 'Carbohydrate metabolism'];Pentose phosphate pathway;;
998;G6PDA;glucosamine-6-phosphate deaminase;R00765;;Amino sugar and nucleotide sugar metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
999;G6PDH1b;beta-D-glucose-6-phosphate:NAD+ 1-oxidoreductase;R10907;;Pentose phosphate pathway;Carbohydrate metabolism;Pentose phosphate pathway;;
1000;G6PDH2r;glucose 6-phosphate dehydrogenase;R00835;RXN-14819;;Carbohydrate metabolism;Pentose phosphate pathway;;
1001;G6PI;alpha-D-Glucose 6-phosphate ketol-isomerase;R02739;;['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1002;GABTA;"gamma aminobutyrate transaminase;gamma-aminobutyrate transaminase (pyruvate dependent)";;RXN-6902;;;;;
1003;GADECARB;gallate decarboxylase;R03247;GALLATE-DECARBOXYLASE-RXN;;;;;
1004;GAL6PI;galactose-6-phosphate isomerase;R03240;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1005;GALACDH;L-galactose dehydrogenase;R07675;RXN-1884;;;;;
1006;GALCTD;"galactarate dehydratase;D-galactarate dehydratase";R05608;GALACTARDEHYDRA-RXN;;;;;
1007;GALCTND;galactonate dehydratase;R03033;GALACTONDEHYDRAT-RXN;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1008;GALIGH;1-alpha-D-Galactosyl-myo-inositol galactohydrolase;R01194;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1009;GALKr;ATP:alpha-D-galactose 1-phosphotransferase;R01092;;['Amino sugar and nucleotide sugar metabolism', 'Galactose metabolism'];Carbohydrate metabolism;Alternate Carbon metabolism;;
1010;GALM1;Aldose 1-epimerase;;;;Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1011;GALM2;D-galactose 1-epimerase;R10619;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1012;GALOO;gallate:oxygen 3,4-oxidoreductase;R03549;RXN-11861;;;;;
1013;GALS3;a-galactosidase (melibiose);R01101;;Galactose metabolism;Carbohydrate metabolism;Alternate Carbon metabolism;;
1014;GALT;UTP--hexose-1-phosphate uridylyltransferase;R00502;UTPHEXPURIDYLYLTRANS-RXN;['Amino sugar and nucleotide sugar metabolism', 'Galactose metabolism'];Carbohydrate metabolism;Alternate Carbon metabolism;;
1015;GALURDH;D-galacturonate dehydrogenase;R01981;URONATE-DEHYDROGENASE-RXN;;;;;
1016;GALUi;UTP-glucose-1-phosphate uridylyltransferase (irreversible);R00289;GLUC1PURIDYLTRANS-RXN;['Amino sugar and nucleotide sugar metabolism', 'Starch and sucrose metabolism', 'Pentose and glucuronate interconversions', 'Galactose metabolism'];Carbohydrate metabolism;Cell Envelope Biosynthesis;;
1017;GAPD;glyceraldehyde-3-phosphate dehydrogenase;R01061;GAPOXNPHOSPHN-RXN;['Carbon fixation in photosynthetic organisms', 'Glycolysis / Gluconeogenesis'];Carbohydrate metabolism;Glycolysis/Gluconeogenesis;;
1018;GARFT;phosphoribosylglycinamide formyltransferase;R04325;;['Purine metabolism', 'One carbon pool by folate'];['Metabolism of cofactors and vitamins', 'Nucleotide metabolism'];Purine and pyrimidine biosynthesis;;
1019;GCALDD;Glycolaldehyde dehydrogenase;R01333;GLYCOLALD-DEHYDROG-RXN;Glyoxylate and dicarboxylate metabolism;Carbohydrate metabolism;Folate metabolism;;
1020;GCCc;Dihydrolipoamide dehydrogenase;R03815;;Glycine, serine and threonine metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism;;
1021;GCGBGE;(+)-(alphaS,betaS)-guaiacylglycerol-beta-guaiacyl ether dehydrogenase;;RXN-10901;;;;;
1022;GCGUAIDH;(-)-(alphaS,betaR)-guaiacylglycerol-beta-guaiacyl ether dehydrogenase;;RXN-10898;;;;;
1023;GCL;"glutamate--cysteine ligase;glutamate-cysteine ligase;glutamatemdashcysteine ligase;gamma-glutamylcysteine synthetase";R00894;GLUTCYSLIG-RXN;;;;;
1024;GDCARBM;guadinomine carbamoyltransferase;;RXN-16912;;;;;
1025;GDP64HRD;GDP-6-deoxy-4-keto-D-lyxo-heptose 4-reductase ;;RXN-16164;;;;;
1026;GDPDPK;GDP diphosphokinase;;META:GDPPYPHOSKIN-RXN;;Nucleotide metabolism;Cofactor and Prosthetic Group Biosynthesis;;
1027;GDPMANDH;"GDP-mannose 6-dehydrogenase;GDP-mannose dehydrogenase";R00880;GDP-MANNOSE-6-DEHYDROGENASE-RXN;;;;;
1028;GDPMNP;GDP-mannose phyrophosphatase;R00881;RXN0-5108;Fructose and mannose metabolism;Carbohydrate metabolism;Cell Envelope Biosynthesis;;
