"Rxn","Rxn Name","Rxn KEGG ID","Reversibility in model","Reversibility in MetaCyc"
"APH160","acylphosphatase (C16:0)","","forward only",""
"APH161","acylphosphatase (C16:1)","","forward only",""
"APH170","acylphosphatase (C17:0)","","forward only",""
"APH180","acylphosphatase (C18:0)","","forward only",""
"APH181","acylphosphatase (C18:1)","","forward only",""
"APHai150","acylphosphatase (ante-iso-C15:0)","","forward only",""
"APHai170","acylphosphatase (ante-iso-C17:0)","","forward only",""
"APHi140","acylphosphatase (iso-C14:0)","","forward only",""
"APHi150","acylphosphatase (iso-C15:0)","","forward only",""
"APHi160","acylphosphatase (iso-C16:0)","","forward only",""
"APHi170","acylphosphatase (iso-C17:0)","","forward only",""
"APHi180","acylphosphatase (iso-C18:0)","","forward only",""
"CLPNS120","cardiolipin synthase (n-C12:0)","R07390","reversible"," "
"CLPNS140","cardiolipin synthase (n-C14:0)","R07390","reversible",""
"CLPNS141","cardiolipin synthase (n-C14:1)","R07390","reversible",""
"CLPNS150","cardiolipin synthase (n-C15:0)","R07390","reversible",""
"CLPNS160","cardiolipin synthase (n-C16:0)","R07390","reversible",""
"CLPNS161","cardiolipin synthase (n-C16:1)","R07390","reversible",""
"CLPNS170","cardiolipin synthase (n-C17:0)","R07390","reversible",""
"CLPNS180","cardiolipin synthase (n-C18:0)","R07390","reversible",""
"CLPNS181","cardiolipin synthase (n-C18:1)","R07390","reversible",""
"CLPNSai150","cardiolipin synthase (ante-iso-C15:0)","R07390","reversible",""
"CLPNSai170","cardiolipin synthase (ante-iso-C17:0)","R07390","reversible",""
"CLPNSi140","cardiolipin synthase (iso-C14:0)","R07390","reversible",""
"CLPNSi150","cardiolipin synthase (iso-C15:0)","R07390","reversible",""
"CLPNSi160","cardiolipin synthase (iso-C16:0)","R07390","reversible",""
"CLPNSi170","cardiolipin synthase (iso-C17:0)","R07390","reversible",""
"CLPNSi180","cardiolipin synthase (iso-C18:0)","R07390","reversible",""
"CLPNSII120","cardiolipin synthase II (n-C12:0)","R02030","forward only"," "
"CLPNSII140","cardiolipin synthase II (n-C14:0)","R02030","forward only"," "
"CLPNSII141","cardiolipin synthase II (n-C14:1)","R02030","forward only",""
"CLPNSII150","cardiolipin synthase II (n-C15:0)","R02030","forward only",""
"CLPNSII160","cardiolipin synthase II (n-C16:0)","R02030","forward only",""
"CLPNSII161","cardiolipin synthase II (n-C16:1)","R02030","forward only",""
"CLPNSII170","cardiolipin synthase II (n-C17:0)","R02030","forward only",""
"CLPNSII180","cardiolipin synthase II (n-C18:0)","R02030","forward only",""
"CLPNSII181","cardiolipin synthase II (n-C18:1)","R02030","forward only",""
"CLPNSIIai150","cardiolipin synthase II (ante-iso-C15:0)","R02030","forward only",""
"CLPNSIIai170","cardiolipin synthase II (ante-iso-C17:0)","R02030","forward only",""
"CLPNSIIi140","cardiolipin synthase II (iso-C14:0)","R02030","forward only",""
"CLPNSIIi150","cardiolipin synthase II (iso-C15:0)","R02030","forward only",""
"CLPNSIIi160","cardiolipin synthase II (iso-C16:0)","R02030","forward only",""
"CLPNSIIi170","cardiolipin synthase II (iso-C17:0)","R02030","forward only"," "
"CLPNSIIi180","cardiolipin synthase II (iso-C18:0)","R02030","forward only"," "
"DASYN120","CDP-diacylglycerol synthetase (n-C12:0)","R01799","forward only"," "
"DASYN140","CDP-diacylglycerol synthetase (n-C14:0)","R01799","forward only"," "
"DASYN141","CDP-diacylglycerol synthetase (n-C14:1)","R01799","forward only"," "
"DASYN150","CDP-diacylglycerol synthetase (n-C15:0)","R01799","forward only"," "
"DASYN160","CDP-diacylglycerol synthetase (n-C16:0)","R01799","forward only"," "
"DASYN161","CDP-diacylglycerol synthetase (n-C16:1)","R01799","forward only"," "
"DASYN170","CDP-diacylglycerol synthetase (n-C17:0)","R01799","forward only"," "
"DASYN180","CDP-diacylglycerol synthetase (n-C18:0)","R01799","forward only"," "
"DASYN181","CDP-diacylglycerol synthetase (n-C18:1)","R01799","forward only"," "
"DASYNai150","CDP-diacylglycerol synthetase (ante-iso-C15:0)","R01799","forward only"," "
"DASYNai170","CDP-diacylglycerol synthetase (ante-iso-C17:0)","R01799","forward only"," "
"DASYNi140","CDP-diacylglycerol synthetase (iso-C14:0)","R01799","forward only"," "
"DASYNi150","CDP-diacylglycerol synthetase (iso-C15:0)","R01799","forward only"," "
"DASYNi160","CDP-diacylglycerol synthetase (iso-C16:0)","R01799","forward only"," "
"DASYNi170","CDP-diacylglycerol synthetase (iso-C17:0)","R01799","forward only"," "
"DASYNi180","CDP-diacylglycerol synthetase (iso-C18:0)","R01799","forward only"," "
"GPDDA1","Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)","R01030","forward only"," "
"GPDDA1e","Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)","R01030","forward only"," "
"GPDDA2","Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)","R01470","forward only"," "
"GPDDA2e","Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)","R01470","forward only"," "
"GPDDA3","Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)","","forward only"," "
"GPDDA3e","Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)","","forward only"," "
"GPDDA4","Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)","","forward only"," "
"GPDDA4e","Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)","","forward only"," "
"GPDDA5","Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)","R01193","forward only"," "
"GPDDA5e","Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)","R01193","forward only"," "
"PAPA120","Phosphatidate phosphatase (n-C12:0)","R02239","forward only"," "
"PAPA140","Phosphatidate phosphatase (n-C14:0)","R02239","forward only"," "
"PAPA141","Phosphatidate phosphatase (n-C14:1)","R02239","forward only"," "
"PAPA150","Phosphatidate phosphatase (n-C15:0)","R02239","forward only"," "
"PAPA160","Phosphatidate phosphatase (n-C16:0)","R02239","forward only"," "
"PAPA161","Phosphatidate phosphatase (n-C16:1)","R02239","forward only"," "
"PAPA170","Phosphatidate phosphatase (n-C17:0)","R02239","forward only"," "
"PAPA180","Phosphatidate phosphatase (n-C18:0)","R02239","forward only"," "
"PAPA181","Phosphatidate phosphatase (n-C18:1)","R02239","forward only"," "
"PAPAai150","Phosphatidate phosphatase (ante-iso-C15:0)","R02239","forward only"," "
"PAPAai170","Phosphatidate phosphatase (ante-iso-C17:0)","R02239","forward only"," "
"PAPAi140","Phosphatidate phosphatase (iso-C14:0)","R02239","forward only"," "
"PAPAi150","Phosphatidate phosphatase (iso-C15:0)","R02239","forward only"," "
"PAPAi160","Phosphatidate phosphatase (iso-C16:0)","R02239","forward only"," "
"PAPAi170","Phosphatidate phosphatase (iso-C17:0)","R02239","forward only"," "
"PAPAi180","Phosphatidate phosphatase (iso-C18:0)","R02239","forward only"," "
"PGSA120","Phosphatidylglycerol synthase (n-C12:0)","R01801","forward only"," "
"PGSA140","Phosphatidylglycerol synthase (n-C14:0)","R01801","forward only"," "
"PGSA141","Phosphatidylglycerol synthase (n-C14:1)","R01801","forward only"," "
"PGSA150","Phosphatidylglycerol synthase (n-C15:0)","R01801","forward only"," "
"PGSA160","Phosphatidylglycerol synthase (n-C16:0)","R01801","forward only"," "
"PGSA161","Phosphatidylglycerol synthase (n-C16:1)","R01801","forward only"," "
"PGSA170","Phosphatidylglycerol synthase (n-C17:0)","R01801","forward only"," "
"PGSA180","Phosphatidylglycerol synthase (n-C18:0)","R01801","forward only"," "
"PGSA181","Phosphatidylglycerol synthase (n-C18:1)","R01801","forward only"," "
"PGSAai150","Phosphatidylglycerol synthase (ante-iso-C15:0)","R01801","forward only"," "
"PGSAai170","Phosphatidylglycerol synthase (ante-iso-C17:0)","R01801","forward only"," "
"PGSAi140","Phosphatidylglycerol synthase (iso-C14:0)","R01801","forward only"," "
"PGSAi150","Phosphatidylglycerol synthase (iso-C15:0)","R01801","forward only"," "
"PGSAi160","Phosphatidylglycerol synthase (iso-C16:0)","R01801","forward only"," "
"PGSAi170","Phosphatidylglycerol synthase (iso-C17:0)","R01801","forward only"," "
"PGSAi180","Phosphatidylglycerol synthase (iso-C18:0)","R01801","forward only"," "
"PINOS120","Phosphatidylinositol synthase (n-C12:0)","R01802","forward only"," "
"PINOS140","Phosphatidylinositol synthase (n-C14:0)","R01802","forward only"," "
"PINOS141","Phosphatidylinositol synthase (n-C14:1)","R01802","forward only",""
"PINOS150","Phosphatidylinositol synthase (n-C15:0)","R01802","forward only",""
"PINOS160","Phosphatidylinositol synthase (n-C16:0)","R01802","forward only",""
"PINOS161","Phosphatidylinositol synthase (n-C16:1)","R01802","forward only",""
"PINOS170","Phosphatidylinositol synthase (n-C17:0)","R01802","forward only",""
"PINOS180","Phosphatidylinositol synthase (n-C18:0)","R01802","forward only",""
"PINOS181","Phosphatidylinositol synthase (n-C18:1)","R01802","forward only",""
"PINOSai150","Phosphatidylinositol synthase (ante-iso-C15:0)","R01802","forward only",""
"PINOSai170","Phosphatidylinositol synthase (ante-iso-C17:0)","R01802","forward only",""
"PINOSi140","Phosphatidylinositol synthase (iso-C14:0)","R01802","forward only",""
"PINOSi150","Phosphatidylinositol synthase (iso-C15:0)","R01802","forward only",""
"PINOSi160","Phosphatidylinositol synthase (iso-C16:0)","R01802","forward only",""
"PINOSi170","Phosphatidylinositol synthase (iso-C17:0)","R01802","forward only"," "
"PINOSi180","Phosphatidylinositol synthase (iso-C18:0)","R01802","forward only"," "
"PSD120","Phosphatidylserine decarboxylase (n-C12:0)","R02055","forward only"," "
"PSD140","Phosphatidylserine decarboxylase (n-C14:0)","R02055","forward only"," "
"PSD141","Phosphatidylserine decarboxylase (n-C14:1)","R02055","forward only"," "
"PSD150","Phosphatidylserine decarboxylase (n-C15:0)","R02055","forward only"," "
"PSD160","Phosphatidylserine decarboxylase (n-C16:0)","R02055","forward only"," "
"PSD161","Phosphatidylserine decarboxylase (n-C16:1)","R02055","forward only"," "
"PSD170","Phosphatidylserine decarboxylase (n-C17:0)","R02055","forward only"," "
"PSD180","Phosphatidylserine decarboxylase (n-C18:0)","R02055","forward only"," "
"PSD181","Phosphatidylserine decarboxylase (n-C18:1)","R02055","forward only"," "
"PSDai150","Phosphatidylserine decarboxylase (ante-iso-C15:0)","R02055","forward only"," "
"PSDai170","Phosphatidylserine decarboxylase (ante-iso-C17:0)","R02055","forward only"," "
"PSDi140","Phosphatidylserine decarboxylase (iso-C14:0)","R02055","forward only"," "
"PSDi150","Phosphatidylserine decarboxylase (iso-C15:0)","R02055","forward only"," "
"PSDi160","Phosphatidylserine decarboxylase (iso-C16:0)","R02055","forward only"," "
"PSDi170","Phosphatidylserine decarboxylase (iso-C17:0)","R02055","forward only"," "
"PSDi180","Phosphatidylserine decarboxylase (iso-C18:0)","R02055","forward only"," "
"PSSA120","Phosphatidylserine syntase (n-C12:0)","R01800","forward only"," "
"PSSA140","Phosphatidylserine syntase (n-C14:0)","R01800","forward only"," "
"PSSA141","Phosphatidylserine syntase (n-C14:1)","R01800","forward only"," "
"PSSA150","Phosphatidylserine syntase (n-C15:0)","R01800","forward only"," "
"PSSA160","Phosphatidylserine syntase (n-C16:0)","R01800","forward only"," "
"PSSA161","Phosphatidylserine syntase (n-C16:1)","R01800","forward only",""
"PSSA170","Phosphatidylserine syntase (n-C17:0)","R01800","forward only",""
"PSSA180","Phosphatidylserine syntase (n-C18:0)","R01800","forward only",""
"PSSA181","Phosphatidylserine syntase (n-C18:1)","R01800","forward only",""
"PSSAai150","Phosphatidylserine syntase (ante-iso-C15:0)","R01800","forward only",""
"PSSAai170","Phosphatidylserine syntase (ante-iso-C17:0)","R01800","forward only",""
"PSSAi140","Phosphatidylserine syntase (iso-C14:0)","R01800","forward only",""
"PSSAi150","Phosphatidylserine syntase (iso-C15:0)","R01800","forward only",""
"PSSAi160","Phosphatidylserine syntase (iso-C16:0)","R01800","forward only",""
"PSSAi170","Phosphatidylserine syntase (iso-C17:0)","R01800","forward only",""
"PSSAi180","Phosphatidylserine syntase (iso-C18:0)","R01800","forward only",""
"TAGS120","Triacylglycerol synthase (n-C12:0)","","forward only",""
"TAGS140","Triacylglycerol synthase (n-C14:0)","","forward only",""
"TAGS141","Triacylglycerol synthase (n-C14:1)","","forward only",""
"TAGS150","Triacylglycerol synthase (n-C15:0)","","forward only",""
"TAGS160","Triacylglycerol synthase (n-C16:0)","","forward only",""
"TAGS161","Triacylglycerol synthase (n-C16:1)","","forward only",""
"TAGS170","Triacylglycerol synthase (n-C17:0)","","forward only",""
"TAGS180","Triacylglycerol synthase (n-C18:0)","","forward only",""
"TAGS181","Triacylglycerol synthase (n-C18:1)","","forward only",""
"TAGSai150","Triacylglycerol synthase (ante-iso-C15:0)","","forward only",""
"TAGSai170","Triacylglycerol synthase (ante-iso-C17:0)","","forward only",""
"TAGSi140","Triacylglycerol synthase (iso-C14:0)","","forward only",""
"TAGSi150","Triacylglycerol synthase (iso-C15:0)","","forward only",""
"TAGSi160","Triacylglycerol synthase (iso-C16:0)","","forward only",""
"TAGSi170","Triacylglycerol synthase (iso-C17:0)","","forward only",""
"TAGSi180","Triacylglycerol synthase (iso-C18:0)","","forward only"," "
"GHMT2r","glycine hydroxymethyltransferase","R00945","forward only","Reversible "
"GLYAT","glycine C-acetyltransferase","R00371","reversible","Reversible "
"GLYCK2","glycerate kinase","R08572","forward only","Irreversible "
"PGCD","phosphoglycerate dehydrogenase","R01513","forward only","Reversible "
"PSERT","phosphoserine transaminase","R04173","forward only","Reversible "
"PSP_L","phosphoserine phosphatase (L-serine)","R00582","forward only","Irreversible "
"SERD_L","L-serine deaminase","R00220","forward only","Irreversible "
"THRD","L-threonine dehydrogenase","R01465","forward only","Irreversible "
"ENO","enolase","R00658","reversible","Reversible "
"FBA","fructose-bisphosphate aldolase","R01068","reversible","Reversible "
"FBA2","D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase","R02568","reversible","Irreversible "
"FBP","fructose-bisphosphatase","R00762","forward only","Irreversible "
"GAPD","glyceraldehyde-3-phosphate dehydrogenase","R01061","reversible","Reversible "
"GLBRAN2","1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)","","forward only",""
"GLCP","glycogen phosphorylase","","forward only",""
"GLCP2","glycogen phosphorylase","","forward only",""
"GLCS1","glycogen synthase (ADPGlc)","","forward only",""
"GLDBRAN2","glycogen debranching enzyme (bglycogen -> glycogen)","","forward only"," "
"GLGC","glucose-1-phosphate adenylyltransferase","R00948","forward only","Irreversible "
"G1PCTYT","glucose-1-phosphate cytidylyltransferase","R00956","forward only","Reversible "
"HEX1","glucokinase (D-glucose:ATP)","R00299","forward only","Irreversible "
"PDH","pyruvate dehydrogenase","R00209","forward only","Irreversible "
"PFK","phosphofructokinase","R00756","forward only","Irreversible "
"PGI","glucose-6-phosphate isomerase","R00771","reversible","Reversible "
"PGK","phosphoglycerate kinase","R01512","reversible","Reversible "
"PGM","phosphoglycerate mutase","R01518","reversible","Reversible "
"PPDK","Pyruvate,phosphate dikinase","R00206","forward only","Reversible "
"PYK","pyruvate kinase","R00200","forward only","Irreversible "
"TPI","triose-phosphate isomerase","R01015","reversible","Reversible "
"GLXCL","glyoxalate carboligase","R00013","forward only","Irreversible "
"GLYCK","glycerate kinase","R01514","forward only","Irreversible "
"ATPPRT","ATP phosphoribosyltransferase","R01071","forward only","Reversible "
"FGLU","formimidoylglutamase","R02285","forward only","Irreversible "
"FORAMD","formamidase","R00524","forward only","Irreversible "
"HISNH4L","histidase","R01168","forward only","Irreversible "
"HISTD","histidinol dehydrogenase","R01158","forward only","Irreversible "
"HISTP","histidinol-phosphatase","R03013","forward only","Irreversible "
"HSTPT","histidinol-phosphate transaminase","R03243","forward only","Reversible "
"IG3PS","Imidazole-glycerol-3-phosphate synthase","R04558","forward only","Irreversible "
"IGPDH","imidazoleglycerol-phosphate dehydratase","R03457","forward only","Irreversible "
"IZPN","imidazolonepropionase","R02288","forward only","Irreversible "
"PRAMPC","phosphoribosyl-AMP cyclohydrolase","R04037","forward only","Irreversible "
"PRATPP","phosphoribosyl-ATP pyrophosphatase","R04035","forward only","Irreversible "
"PRMICI","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)","R04640","forward only","Irreversible "
"PRPPS","phosphoribosylpyrophosphate synthetase","R01049","reversible","Reversible "
"URCN","urocanase","R02914","forward only","Irreversible "
"ASR","arsenate reductase","","forward only",""
"CA2t4","calcium (Ca+2) transport in/out via proton antiport","","reversible",""
